Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
0,-5,-2,-4,3,-5,-2,-1
-71,-16,15,7,-33,-14,-5,-33
8,2,6,27,-3,2,-3,26
19,0,-42,-22,84,3,-5,-26
-10,-2,42,0,-92,-14,-2,-8
71,3,7,12,74,-6,-3,27
26,23,20,1,-61,2,6,1
-29,-13,-17,-25,-9,-15,-4,-10
-21,-5,7,-8,57,31,-2,-2
13,-3,-13,-8,-45,3,-6,-3
-24,-11,-23,-6,127,-29,12,7
23,-2,26,10,-128,4,-4,-2
43,3,-16,-5,-128,-34,11,17
-8,11,16,11,52,-20,-4,1
-9,2,5,0,25,3,-6,3
27,7,13,18,-7,-60,-20,-2
6,17,14,16,23,76,27,14
17,6,4,-15,6,71,11,11
4,-19,23,16,32,-25,-6,13
19,-13,-42,-37,-56,-18,0,31
83,4,-14,7,14,-13,-6,-52
-128,-31,-1,4,8,-2,-8,-54
78,1,-8,-10,39,11,-1,-10
31,4,29,41,30,-37,-7,11
37,3,8,3,-30,37,14,16
49,32,15,10,19,15,-6,21
-7,1,-84,-81,-67,-22,-9,-11
-39,-37,41,30,21,21,7,-4
36,7,24,53,71,20,2,-12
14,7,-12,-8,-21,21,6,15
36,4,10,4,-25,-31,-8,5
-99,-7,2,-20,21,-10,-4,-24
11,-13,14,-2,-19,-18,-3,-3
15,1,1,5,92,9,-8,-9
22,3,-33,9,-63,-20,-2,8
-2,7,-23,-44,-77,-31,-1,9
-20,-10,-23,-27,7,-4,2,-3
8,0,-3,-12,-8,-8,8,7
-16,-13,19,44,9,-59,-25,-2
22,12,-15,-35,10,91,7,3
-41,12,8,36,7,-11,-1,-4
9,2,4,28,-6,31,8,6
-5,-30,-35,-32,17,-7,-3,-6
26,0,0,-5,-55,-20,-4,0
15,-16,-18,-8,-32,-10,-7,18
59,10,0,-7,13,2,15,23
-12,-9,3,24,5,-3,6,8
-15,16,18,21,46,1,-2,8
-3,5,6,-3,-3,-3,0,6
11,2,-6,8,-12,-25,-8,5
27,9,-15,-22,-21,-21,6,11
51,-3,13,-15,-110,-21,-5,11
-70,-10,2,-34,-52,14,2,-21
18,6,0,7,74,6,-6,-10
