Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-6,-7,2,8,-2,-4,3,-12
14,28,4,39,-6,-7,-6,13
7,-21,4,70,10,5,-1,13
-7,-6,4,-49,4,7,27,0
-6,3,-24,-67,-20,-18,-26,-18
-5,-49,-19,-56,-12,-7,-6,-12
-4,12,8,-8,-9,-1,19,-3
5,7,-9,9,3,-4,-3,4
-29,3,4,51,17,10,-8,8
26,24,19,79,1,2,-1,0
-2,-13,-13,-78,16,5,2,1
-1,-24,-24,-14,-17,-6,-5,-11
6,6,-9,1,6,1,2,-10
-1,12,-6,-78,-21,-6,-9,15
7,0,-7,2,-8,-1,-6,-19
-15,11,2,19,-11,-2,4,14
0,2,4,-23,5,-2,-17,1
-4,-13,-21,10,-9,-6,13,-6
1,9,5,-8,5,4,-6,-6
3,-12,10,3,3,0,-5,9
-2,-10,-1,31,-15,-12,-7,-15
12,7,26,39,18,5,-6,6
-1,2,-36,-42,-11,8,12,-3
-12,21,7,-1,9,-5,-13,-4
6,-1,18,10,-11,-7,-13,-6
8,26,2,-47,2,-5,7,7
6,2,-60,41,-20,-7,-4,-3
10,-69,-15,-31,-13,-7,-1,-7
6,30,11,-41,19,10,2,1
8,16,18,5,-8,6,-3,15
10,15,8,-19,0,4,-8,-1
9,18,7,28,1,7,-1,7
-5,-5,-37,-21,8,-2,5,-6
0,-44,-2,18,-2,-2,0,-2
-3,12,0,-18,-11,-4,1,-4
-2,-57,-6,-3,-11,-4,2,7
8,37,28,-5,7,4,-13,-3
3,-7,-10,18,5,-3,-7,-10
5,10,3,9,4,1,1,-2
-26,20,-24,-10,1,0,4,-3
9,2,3,10,-16,-3,2,8
9,-19,18,4,15,1,5,-3
6,31,7,20,-11,0,-10,-3
-16,-14,4,-3,5,7,19,-5
13,14,-7,-12,-7,3,4,-3
-22,-3,15,38,-7,-8,-14,-7
-7,-32,-1,16,-36,-15,-11,-1
4,5,-8,-88,35,15,10,3
-3,0,-30,-18,-21,-10,-1,2
-2,-6,8,13,-28,-10,-3,0
2,14,11,19,40,4,5,9
11,21,10,-1,15,12,6,3
2,13,17,7,3,0,0,3
-43,-2,-26,-1,-8,-10,-13,-22
1,-6,-1,1,-4,-5,-7,-10
1,-23,3,-1,-8,-4,-4,0
15,21,24,22,-5,-3,-5,18
-31,9,-23,-44,-16,-1,3,-14
3,5,2,16,23,4,0,-3
0,-10,-6,-1,3,-1,0,7
11,32,7,-5,-9,-2,-2,-3
10,11,4,28,-17,-1,9,4
12,51,7,-1,23,0,10,-1
-17,-109,-14,-82,-11,-1,-21,-5
-6,8,22,77,6,2,0,-5
3,6,-6,-79,-29,-4,0,2
-1,-3,-27,-93,-4,-4,-1,2
0,11,1,50,-12,-3,3,-4
4,7,18,-31,11,1,-4,3
6,8,15,30,6,-4,4,-3
-8,1,-5,21,-6,4,2,1
-2,-40,7,9,-5,-6,-1,-11
-3,-33,-34,-26,6,-4,-11,-2
-2,1,3,1,-15,-8,-7,-2
0,1,12,10,6,0,8,2
2,1,7,-13,-2,-3,-5,-1
3,3,4,24,4,-3,-2,-2
0,4,4,-7,-5,-2,-1,2
-6,5,0,25,13,0,0,0
-1,-3,-1,-41,-1,4,12,-1
9,3,8,14,2,9,-4,18
1,-24,-4,25,5,-6,-8,-6
-29,31,2,-47,-15,-5,-7,-21
10,28,4,12,-12,-8,-12,6
-17,-56,-29,-38,-14,-8,-8,-6
-36,-71,3,18,16,5,0,10
5,-12,-6,6,-4,-2,0,-33
8,23,0,-12,-2,-3,-1,-7
10,9,10,13,-24,-4,2,10
1,18,-2,6,23,6,4,-3
12,2,-9,-4,16,4,2,8
-3,-26,6,11,0,-1,-5,3
-5,3,9,20,-17,-16,-17,-8
1,-1,-10,-54,-9,-4,-3,0
-2,2,8,9,1,1,1,3
2,11,6,12,-2,2,-1,6
5,-22,-20,-25,-1,-2,0,12
-2,-1,-9,49,-10,-1,-2,-2
2,-31,6,-59,0,0,5,3
-12,4,21,-17,-2,-5,-6,-13
-7,-27,-48,-37,8,2,-10,-6
2,2,-5,19,5,1,-1,-1
19,13,1,11,0,3,4,0
16,60,22,68,-29,-6,5,1
0,38,-7,-29,29,7,2,12
-52,-47,-6,10,-5,-6,-15,-15
-23,-27,-6,-75,-18,-9,-2,-20
9,-13,-18,-1,-6,-2,-3,-11
13,25,22,16,-9,-2,-4,6
-40,3,-11,21,9,0,2,-7
14,20,20,31,-24,-4,-3,1
9,0,-11,-9,40,11,3,1
11,30,8,-17,7,0,10,-4
2,-25,-20,-57,-12,-1,-11,-6
0,12,9,4,-19,-13,2,-6
2,12,7,74,20,6,5,15
4,31,-1,-61,0,8,2,9
8,26,6,-25,8,-2,-9,-2
-8,-40,-14,3,-15,-11,8,-12
-16,-34,-15,-3,-2,-7,-4,-14
6,-8,7,12,-20,-4,-4,-5
10,19,5,61,5,6,0,1
4,-27,-13,-21,10,0,-2,1
7,-6,-3,-6,-7,0,3,3
3,9,9,-4,-12,-8,0,1
-10,4,3,68,-4,-7,3,-1
-2,-3,0,-83,-4,1,-4,-5
10,-7,-18,53,-6,-3,-2,2
-1,-8,-7,-76,19,9,-3,-11
5,11,3,42,-3,-9,-15,1
-4,-31,14,0,-4,-1,-1,-5
-7,-50,-34,12,-38,-12,8,-5
0,-19,-6,-13,41,12,-2,-1
-19,-6,2,-15,3,-1,2,2
2,18,10,16,-10,0,1,2
28,27,28,81,-1,-2,8,9
4,7,-27,-104,1,1,-13,-15
