Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
6,2,-1,9,2,0,-3,-2
5,-17,0,-1,-9,-3,2,25
9,-3,3,17,5,0,5,19
0,9,8,3,-1,-6,7,-1
-1,-14,-28,-14,-6,-2,-1,-2
6,-3,2,1,2,0,6,37
5,11,11,12,3,-3,-4,-78
-1,6,9,-1,-5,0,11,56
-1,19,21,3,-3,-4,-9,-21
-5,9,16,34,-2,-3,-1,-16
-7,-29,-48,-15,-4,-2,-5,-5
2,-4,-13,-16,9,3,3,15
2,-2,-14,4,-2,-4,0,8
5,11,-2,1,-5,-1,-2,0
-7,0,-5,-1,0,3,0,-1
1,-3,1,5,1,-1,-4,-1
1,-7,2,19,-2,0,-2,-1
0,7,10,20,-4,-2,0,-2
1,-4,-11,-48,-11,-2,-2,-1
4,-1,-4,-11,5,3,1,0
-2,-9,-26,-19,1,-6,-7,-3
-4,1,-2,-24,2,-1,-1,1
8,-26,-8,-27,9,8,7,48
-2,-1,127,96,-2,-4,-1,-11
8,-6,-64,6,-4,-3,-2,16
-12,5,-26,-10,-12,-2,8,-23
-1,0,22,4,-8,-7,-7,6
8,18,22,35,18,8,4,7
7,4,-45,-86,5,2,1,7
-1,-36,-61,-25,-4,-4,-3,2
4,10,-5,-24,5,7,0,-5
5,-26,19,11,11,0,15,23
6,-4,-21,-4,1,4,23,127
-9,5,7,12,2,2,-14,-128
10,-15,-30,9,-6,-4,-28,88
0,2,-61,-82,-29,-11,-4,-95
-36,-2,43,127,1,-11,-9,-6
0,2,24,-77,67,23,12,-3
5,0,3,-8,-6,-2,3,17
9,6,-4,7,0,-1,-2,30
-13,-6,-23,-3,-4,-4,-22,-94
2,19,15,10,1,1,3,-1
0,21,58,15,-4,-3,4,2
-5,-29,-71,-9,0,-6,-4,1
-2,-4,-11,13,0,-1,3,4
2,-6,-1,-9,-4,-3,2,0
-7,-29,-25,-13,-4,-3,-1,29
1,1,2,-3,-5,0,2,-23
2,3,1,-1,0,2,-19,-24
17,18,5,-1,1,0,7,40
-18,6,0,9,-1,-6,-21,-109
-13,4,14,2,-4,-2,-1,8
1,21,-13,18,-2,-1,-1,8
-4,-13,7,-46,-1,-1,-1,0
3,-9,5,14,-11,-5,0,12
10,-1,2,17,6,3,5,10
3,-1,4,12,6,-1,2,5
4,-3,-45,-6,6,-3,1,-3
7,9,22,-15,-8,-1,-1,0
-12,9,22,-11,-1,0,1,-3
-13,-24,-24,-12,1,0,-1,-2
-1,-1,-7,9,-4,0,-5,-4
5,-13,27,30,5,2,2,1
-2,11,-11,-14,-3,-3,-3,-7
-1,-11,-51,-1,-1,-6,-7,-1
0,-1,7,7,1,-1,-2,-3
3,-2,7,2,7,1,-3,-1
1,5,14,4,-4,9,6,8
-6,19,50,4,-6,-8,-15,-8
0,-10,-33,25,-2,-8,2,2
-6,-30,-14,-54,-1,0,4,18
-4,0,-6,8,-1,-4,-5,-7
15,8,-9,-1,2,1,1,5
-10,2,1,4,-1,-1,0,50
17,-2,28,55,5,-1,-4,-98
-28,-8,-1,10,2,-1,-2,-19
5,40,-16,-121,-8,-2,-3,-4
5,-28,17,42,-3,-7,-3,-1
4,3,16,0,-4,3,2,7
5,-4,-12,-26,1,1,1,5
2,-3,-85,-24,-3,1,1,1
-1,3,61,54,3,1,-1,1
7,8,2,15,-1,-2,0,2
-10,-7,-13,-17,-8,-4,-11,-50
-5,-5,-16,0,3,3,-1,-20
3,2,-6,0,-4,-1,0,2
0,0,-3,-3,0,-2,0,1
-3,-4,-8,-11,4,3,0,6
-1,-12,-20,-11,2,-1,-2,1
0,-1,-16,-9,-4,0,1,2
-1,-2,8,-7,-4,-2,0,-4
-2,0,10,17,-3,-3,0,-2
-1,9,22,-8,-8,-3,0,0
-8,-16,2,-5,-8,-6,-1,-4
-4,0,-3,8,-4,-4,0,-2
0,-1,-5,5,13,1,-1,0
1,-4,-2,-23,0,0,-2,1
-1,-1,3,-11,-7,-1,-3,-2
-1,-6,-5,2,-5,-4,-5,-2
-3,-1,4,39,3,2,0,-1
1,2,2,-20,-1,-2,-5,-1
5,1,-3,-6,-5,-7,-4,-10
-13,-3,-6,-5,-7,-7,-7,2
-1,-2,4,36,4,-2,-2,4
0,-2,-11,-6,9,0,-3,-5
6,3,-19,-6,1,2,3,0
2,-15,3,-18,-1,-2,5,7
7,4,-4,11,-2,0,-2,-14
3,2,69,9,-7,-6,-8,61
-17,2,14,19,0,-5,-5,-128
-7,-19,-84,-31,-6,-7,-5,-4
-3,-13,-34,-9,-6,-3,4,8
5,3,3,-23,-4,-1,3,8
5,2,16,3,1,1,3,13
1,8,10,15,3,-5,-6,6
-2,-3,-1,1,4,-1,-2,0
-15,-11,0,-1,-1,-2,-2,0
10,0,0,-7,-4,-4,-2,-2
3,-11,2,0,-1,1,0,1
-2,-2,0,7,-3,-7,-7,-5
-1,4,-7,-3,2,-2,5,-11
-3,3,-2,-14,-6,1,-6,-1
-2,-2,-2,2,0,4,2,-6
6,2,-1,-3,-1,-4,0,27
0,19,-5,1,-1,-2,-4,-25
-5,-7,5,3,1,2,-3,-1
-21,19,-2,-1,-7,-7,-4,-4
0,-37,-14,-13,-7,-5,-4,2
5,1,-9,28,7,2,-3,-5
1,1,22,-2,-4,-3,-2,7
-4,-2,-24,-33,-3,0,-2,1
-5,2,1,18,1,-3,-2,-1
1,4,26,20,-2,-1,4,-12
-4,-2,12,-7,1,1,1,-3
2,-2,-33,-6,-4,-6,-6,10
3,12,-21,-3,-2,-4,-2,-4
-15,7,-4,2,-3,0,0,-6
-8,-40,-4,-3,-2,-1,-4,-4
-2,-2,3,-4,1,-2,-5,-4
-1,0,-3,-1,-4,-1,-1,-7
0,3,-4,-7,-5,-7,-4,1
7,4,-1,14,3,0,-3,-4
3,7,6,8,11,1,3,-2
-13,16,10,-16,-2,-1,-3,0
-7,-45,-14,1,-3,-3,-2,-9
4,-2,-7,-6,-1,2,13,-7
0,7,-4,-7,5,3,-11,-30
-1,5,-7,6,-1,-8,-8,-2
6,0,8,-1,-12,-4,-2,2
-4,19,24,19,-5,-3,0,4
1,13,8,-17,-6,-2,-1,-2
0,-47,-10,-5,4,-1,-2,23
-4,0,-7,5,-2,-1,-5,-19
2,6,-7,-4,-1,0,-1,-2
-1,7,-10,9,-10,-1,1,-3
-1,5,8,23,-10,-3,-2,-1
-6,-1,-12,-35,3,-3,-1,2
5,1,-13,-1,5,4,2,4
4,5,5,-8,18,3,0,0
13,1,-3,6,-5,-1,0,-3
0,-7,8,13,-7,-5,-2,2
-43,0,-6,2,-1,-2,-5,-4
0,-11,-7,0,-1,-1,-3,3
0,-1,-3,0,-3,-5,-3,-12
-6,-6,1,4,1,-6,-8,6
6,7,-4,10,-6,-2,3,8
13,10,-7,-22,1,1,-1,-1
-2,-34,3,-5,-1,-1,-1,0
-2,-6,19,0,-3,0,0,4
-11,-5,-13,12,-6,-5,-4,-7
-5,-11,-5,-9,0,-3,-1,-4
-4,1,-2,-5,3,-2,-2,0
-2,-1,-2,0,-3,-1,-4,-2
1,-3,-8,8,-7,-1,4,-5
-4,-12,-12,-9,-4,-2,-1,-8
2,2,-5,-25,-6,-4,-5,4
-2,0,-4,-5,-4,-3,-1,1
6,-1,-6,10,4,0,0,0
-6,6,12,-1,5,-2,0,-1
-3,4,3,-2,-6,-6,-1,-2
8,12,-1,0,-3,-2,-1,-2
6,11,-4,4,3,4,3,5
-21,-52,-10,-5,-4,-3,-6,-8
-4,-18,1,2,-6,-1,-5,-4
1,6,1,4,6,1,-1,-1
2,7,-4,-20,-1,3,-1,-4
15,16,9,4,1,-1,1,4
18,15,1,1,-3,-1,0,3
-17,35,-10,-7,0,3,4,3
-32,-19,-9,-4,-4,-2,-1,-12
-18,-53,9,0,-2,-3,-9,-5
5,6,-4,5,-2,-3,-3,-1
2,7,8,-21,-3,0,0,-1
4,13,-5,2,0,1,-4,1
-1,-8,-10,2,-1,0,-8,-1
4,-4,1,0,0,0,5,-5
-4,22,-4,1,-7,-9,-4,-8
-8,-20,9,28,0,-6,-7,-2
-4,1,-13,-53,-6,1,0,-1
-3,2,-15,-6,5,1,1,-9
5,16,-1,3,-3,-4,-1,6
14,12,5,4,-3,-4,2,7
1,9,4,4,-1,0,-2,-2
-8,-23,-2,3,-4,-4,-4,-4
1,15,-3,1,-4,0,-3,1
-1,-12,2,-4,-3,-3,-2,2
-5,2,-2,5,2,0,-5,-5
-6,2,-1,-1,-6,-2,-3,-7
6,2,-1,2,-4,-1,1,1
0,10,4,-2,-4,-4,-8,-5
11,12,-1,-1,3,-1,4,8
-3,-14,-14,-6,-2,-6,-2,-2
2,-11,-4,1,1,1,2,-8
-17,-11,-3,-4,-3,-4,2,-4
1,-8,6,-8,-11,-2,-1,-1
-2,6,-8,-4,-5,-2,-1,-2
11,-2,-3,33,20,6,0,-1
3,14,-2,-9,0,-1,1,5
-10,9,2,-32,-7,-3,-7,-3
3,-22,-24,8,-7,-4,-2,-6
12,5,-6,2,-4,2,-3,9
-1,3,10,-8,-1,1,5,-9
-25,1,-4,12,4,-4,-8,-8
-22,0,-5,2,2,-2,-3,-5
-3,10,-2,-28,-12,0,0,3
5,7,-4,14,-7,-6,-6,-3
0,-7,-7,-9,-5,-1,1,-2
3,17,11,11,8,2,4,4
-4,-8,-2,-3,2,1,2,4
1,-6,-10,-1,-2,-4,-3,-1
6,-1,-2,-1,-1,-4,-3,-6
-5,-2,1,6,-7,-2,-3,-5
-4,5,2,-3,-4,0,0,0
-1,7,-7,-3,0,-1,-2,-8
10,-3,3,3,2,2,4,9
9,9,-7,1,-1,-1,-1,-1
-33,30,-1,-9,-7,-4,-4,-6
-8,-41,-6,-9,-6,0,-2,0
10,-7,3,33,-5,-5,-3,-7
-8,-34,-12,-26,13,5,0,-5
1,22,-1,-3,2,2,-1,1
0,4,0,2,0,2,-4,0
-6,6,-5,9,-11,-4,-2,-3
-5,1,-6,-29,-4,-4,-7,-4
0,7,3,12,-1,2,1,4
-1,-6,-3,-9,-4,-2,0,-6
4,19,15,5,6,-1,-3,0
-7,10,6,2,-2,-1,-2,-3
4,-21,-43,-3,-3,1,3,1
-2,-21,3,4,4,1,1,3
-8,0,-4,-1,-5,-4,-6,-15
-1,4,-6,-6,-2,-2,-9,-3
-4,-23,9,-1,-4,-5,0,0
2,8,16,18,2,-3,0,1
1,3,10,-6,-6,-4,-4,0
-1,-9,-45,-11,7,0,-3,-2
-3,0,-3,-4,2,2,-2,-1
-1,-2,1,-2,0,-2,1,-1
4,1,0,1,-2,-4,-2,1
4,12,1,-2,0,-2,-2,-2
-6,-18,2,-4,-12,-6,-1,-2
-1,-3,2,13,-4,1,-2,-2
-7,14,-6,-28,-8,-2,-4,-2
-1,-32,-3,-9,9,3,5,-12
9,-4,1,-2,0,0,3,10
4,-6,-4,-31,-9,-4,-4,-8
0,15,-3,2,-7,-2,0,6
-2,5,-1,0,-3,-4,-1,0
6,-1,-5,5,11,0,-5,2
7,7,8,5,0,-3,-2,0
-4,22,2,0,-5,-4,-3,-4
-23,-21,-20,-2,-4,-5,-6,-7
-1,-66,-7,-4,1,0,2,-1
-3,-13,-3,6,-4,-2,-1,-1
3,3,1,-15,0,1,0,1
0,-8,-4,-4,2,1,2,-1
1,6,0,4,-1,-1,-2,-2
4,2,-1,0,-5,-1,-2,-1
-1,25,12,3,-2,-3,-3,0
-11,1,-24,6,10,-4,-6,0
9,-12,-4,-4,0,-4,-4,1
-2,-2,-9,-33,-8,-3,-4,-4
-5,-3,-4,15,-9,-6,6,-5
-5,-7,-5,-9,8,-1,-2,-2
6,-3,-4,-21,7,2,1,2
-4,2,3,5,-4,0,-1,-4
2,-4,0,3,-6,0,-1,5
-6,-2,1,3,0,-1,-1,-5
1,1,3,0,-1,-5,1,-3
1,-7,-3,-1,-3,-3,-4,-11
14,12,6,-2,-8,-2,0,6
-9,-7,0,12,-1,-2,-1,-2
-23,-32,-13,-15,5,-1,-6,-8
2,-4,-1,-5,3,0,-4,-1
1,8,-2,0,0,-1,0,-1
-1,-7,-2,-3,-3,-2,0,-2
7,1,-1,-1,-4,-2,-4,-2
-4,-8,-1,-4,-10,-5,-1,-2
0,3,0,3,2,-2,0,-2
1,9,3,24,4,-1,-1,-3
-7,-7,-7,-9,0,-4,-2,2
0,-16,-2,-10,-1,0,0,0
-3,4,-1,3,-1,-2,4,0
-5,16,-6,-21,-9,-2,-4,-3
10,-2,0,2,-3,1,-4,-2
-6,1,-4,3,-4,-1,-4,-3
5,2,4,2,-1,-4,-2,1
-1,-1,-6,1,1,-6,-4,-1
7,-15,0,1,-3,-6,4,-8
1,-1,-1,7,8,-1,0,-3
-19,1,-2,-13,0,3,2,-4
5,-2,9,-3,-6,1,0,2
2,14,6,4,4,3,1,-1
1,-18,-19,-2,-5,-2,-1,-1
-1,14,-1,-2,0,-1,-3,-2
0,-7,-3,5,-1,3,-3,-3
3,-10,1,-13,2,0,-1,0
-6,9,-2,-3,-3,-4,-3,-5
-3,-15,-1,0,-3,-1,0,-2
-4,-4,-3,-2,-6,-5,1,0
-3,6,2,-4,-1,-4,0,0
-7,6,2,-7,1,-2,-5,-5
1,2,-10,6,-1,2,9,-1
-2,-2,0,-2,-4,-2,-4,2
-2,-10,3,4,-1,-2,-2,-3
2,10,-7,-9,1,0,-3,5
0,0,0,-4,-1,-3,-2,3
-5,-3,4,13,-2,-2,2,-2
14,5,5,41,4,3,4,0
-6,0,-1,-41,-5,-2,-4,-10
-32,-22,-9,-58,-19,-2,-3,4
8,8,0,15,1,4,0,6
-7,-5,7,13,10,2,-1,-4
0,-2,-3,-8,-1,-3,-4,1
0,-6,-6,5,-2,-4,-1,0
1,-1,3,4,-3,-4,-3,-2
-1,1,0,1,-5,0,1,-3
0,0,4,9,-3,-3,-3,-1
-2,4,-4,2,-4,-2,-6,-2
-3,-18,-7,-10,-2,1,2,-6
5,4,0,0,5,1,-2,2
-11,4,-1,3,-3,2,-1,-4
0,-8,-2,-8,-1,-4,-3,0
1,1,2,-2,-9,-2,-4,-1
-3,-6,0,3,2,-3,-6,-3
-1,-13,-23,0,-1,0,0,-4
-2,2,1,8,4,-2,1,-1
-3,-2,-4,-22,-4,-3,-2,-3
1,2,0,-5,-5,-4,-2,3
6,12,0,-4,-5,-2,-1,-2
