Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1,2,2,-11,-9,0,-1,-4
11,-16,33,1,0,0,1,-55
-5,-25,-104,-26,-10,-1,-2,-2
-6,-19,-18,13,14,5,-3,-6
-1,-2,35,-28,-9,-4,-4,-4
-2,14,6,0,-4,-2,-2,-3
-2,-6,16,3,-3,-3,-1,-1
-4,-29,14,10,1,-4,-7,-6
-1,-9,-11,-17,-9,-3,0,2
1,-2,2,2,0,-1,-1,5
2,3,-7,3,2,2,5,4
-1,12,38,4,-3,-1,-6,-4
4,20,-9,1,-10,-8,-3,-4
-2,9,20,-24,5,3,1,-2
-1,-6,-36,6,12,1,0,-1
-6,1,-1,19,5,-2,-1,-2
-2,-7,41,17,-5,-5,-3,-3
-2,-4,-14,-74,-9,-6,-2,-2
-4,-4,-2,7,-4,-2,3,-2
1,3,-5,-5,-1,0,1,-8
1,-5,3,17,2,-4,1,38
-2,-5,-8,10,0,4,4,-2
1,-2,-1,-61,-7,-4,-2,8
-2,-2,-30,22,-3,-2,-1,-6
1,-3,-16,-8,2,2,0,1
-5,-2,13,-64,-5,6,-3,-2
2,4,49,17,2,0,-2,4
2,9,-15,77,16,6,2,0
-1,4,21,20,1,2,-3,-2
6,6,15,19,3,3,-1,24
-3,-3,11,15,4,0,-2,-10
-2,-5,3,7,2,2,0,0
-4,38,5,5,2,-1,-3,-1
-1,5,-26,-19,-2,-3,-2,0
-2,28,-1,-2,-3,2,0,3
0,-28,-27,-1,-1,-2,-1,0
2,-5,-26,20,2,3,-12,-7
-3,-3,14,5,4,-2,-2,-1
0,6,37,28,0,0,-3,-1
-3,8,-63,-10,-3,-4,2,-1
-4,-32,-51,-10,-4,-4,-5,-2
-4,2,19,9,5,1,-1,-1
-2,0,7,-19,-2,0,3,4
-4,-4,-17,-14,-4,-5,-2,-6
4,0,-6,104,5,2,3,1
-2,-9,-7,-23,1,-1,1,0
-1,-1,-28,-128,-20,-5,0,-1
-4,28,-21,42,-4,-3,-3,-2
1,10,-15,-26,1,-3,4,3
-7,7,13,36,-1,0,-7,1
0,-9,26,-3,-4,-6,-3,2
2,8,14,-10,0,-2,-2,0
7,5,9,4,-2,-1,-3,1
-1,4,2,-8,0,1,1,1
-5,-19,-6,-8,-8,-5,-3,-1
-3,-8,-26,-19,-4,-3,-3,0
-1,3,10,18,2,1,1,1
1,6,18,41,21,1,-1,0
-6,-5,30,48,6,1,-2,-6
-5,-3,6,-26,-10,-2,-3,2
-1,2,-16,-101,-17,-4,-2,-3
1,1,-19,-8,-4,1,-1,6
1,2,-8,14,-2,0,-3,-8
-5,-3,43,16,4,-2,1,-4
2,0,25,16,3,0,1,1
-2,3,-54,9,1,0,-1,-1
-5,-18,-25,-3,-2,0,2,7
0,-28,34,-8,-5,-3,-8,-22
-11,-12,2,19,0,-4,1,-5
2,9,-5,63,4,0,-11,-4
1,14,-4,-128,-9,-4,-1,-1
0,-28,-1,2,-11,-6,-11,1
1,1,11,27,4,1,3,3
3,42,-15,5,4,0,-1,0
2,7,-4,-1,1,2,2,2
-2,0,36,50,0,3,0,-2
-6,-21,4,19,3,-6,-4,-5
-4,4,0,-51,-5,-7,-3,-1
0,8,28,-15,-3,-1,-1,15
-2,3,-9,-7,-5,-3,-3,-44
3,2,-13,16,3,1,-3,1
3,9,56,-2,-4,-4,1,4
2,-3,-44,-3,-1,8,1,1
-16,-10,5,-6,10,3,-2,-3
-6,-2,43,-16,-6,-2,-4,-2
0,-7,-15,-16,-5,-5,0,2
-2,18,-22,-3,-8,-3,-2,-2
-4,4,9,16,5,-1,2,5
1,6,22,-1,-2,-1,-7,-9
-3,-13,-10,3,-2,-4,-1,-2
3,2,0,7,1,0,-2,0
-2,-9,-4,12,-3,-4,-4,-1
-1,3,15,75,4,-2,-3,1
0,-16,-21,-93,-5,-2,-1,3
1,-5,-32,-87,-11,-6,-6,-21
1,1,-2,18,3,-1,0,0
1,0,14,22,-1,-2,-1,-4
3,23,14,23,5,3,2,-3
1,2,47,13,-1,0,-4,-2
-8,17,-37,-1,-3,-4,-4,-3
1,-27,-59,-5,-5,-4,1,0
-5,-11,0,-19,3,-3,-12,-13
5,5,-15,-4,-2,0,3,3
0,0,37,35,-2,-1,0,-1
2,-4,-3,-15,-6,-3,2,-1
-3,18,21,-1,-9,-5,-4,-3
6,16,24,0,2,1,1,-1
-6,3,-68,-21,0,-2,-1,-2
0,-5,-56,-1,0,-4,-6,-2
-1,-6,1,-20,-9,-2,-4,1
-4,-1,3,-8,1,1,2,0
2,6,44,-4,-1,3,1,0
-3,-8,-79,5,-2,-2,-3,-4
-2,1,40,22,2,-2,-6,-5
0,-2,0,-6,-4,-2,-4,-1
-1,-7,-34,-10,-3,-5,-1,-1
3,2,26,-6,-7,-1,-4,0
