Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1,-24,-45,-4,-8,-9,-4,-4
-36,-9,86,42,-14,-13,-10,-108
-87,14,-1,-1,0,-5,-8,-6
11,18,29,16,0,-3,28,29
14,22,54,18,-1,3,-4,-23
7,6,22,76,19,0,-15,6
5,-13,-43,-59,1,1,-10,-9
6,1,39,-70,-5,7,6,11
11,11,20,11,-9,1,18,60
26,-2,-35,7,-1,-5,18,19
-8,-7,3,11,12,10,-6,-39
-9,-20,21,-9,-7,-11,-14,22
9,21,24,-16,5,0,3,10
4,17,-4,-4,-10,0,5,11
0,-9,-26,-33,-13,0,0,0
0,-10,19,16,-4,-7,2,0
-11,-7,6,22,-1,1,-3,2
6,-11,-27,-23,-1,4,1,0
8,20,38,-36,21,16,10,13
-9,-32,-88,-26,-6,-6,-8,-6
-13,-1,-18,-11,-13,-6,-9,-12
-2,8,26,39,2,2,1,-1
26,55,-42,2,0,-6,10,59
6,54,37,29,-5,1,11,8
-19,-116,-12,0,-2,-7,-15,-26
-4,11,40,-7,0,-5,-1,3
0,8,0,69,12,2,-1,5
1,-11,-128,-118,-10,-1,-2,4
-29,-32,-23,-18,1,-2,2,-4
3,-20,-7,-122,-8,-7,-6,-3
11,13,7,-7,-14,-2,0,1
7,6,4,-2,4,4,0,6
3,5,3,56,1,-4,-2,23
15,24,4,-7,3,3,10,-5
-12,2,-7,36,0,1,-1,20
39,9,34,78,12,1,-28,-32
-59,19,-7,-8,-1,5,-3,-79
-45,27,48,31,-2,-11,-5,-13
-59,3,-37,-37,-17,-7,5,35
55,-86,-99,31,-9,-14,-8,-81
-13,4,34,127,14,-4,-11,-29
8,26,21,-128,-8,-1,1,-1
9,25,-41,-128,-33,-8,5,32
-12,31,71,-5,-1,0,-2,-97
-5,-6,-23,16,9,0,1,-9
6,11,-11,43,4,0,-11,10
7,42,6,-13,-9,-10,-24,-11
-7,-58,-19,-36,-13,-6,6,-7
-3,-20,43,-117,1,4,-3,-11
-5,15,-34,-55,-21,-8,0,-5
7,14,16,2,1,7,1,6
4,12,-55,-11,-1,-5,1,13
9,-5,68,10,0,0,-3,8
12,2,-66,-39,-2,1,2,0
-31,-24,-36,3,-10,-6,2,24
-3,9,75,15,7,2,-6,-22
58,-9,-91,-33,-8,-1,4,16
7,21,101,49,0,-7,-20,-11
-6,10,50,0,-7,-3,-1,7
5,5,-9,-29,-7,1,2,5
9,52,-18,-30,9,2,-1,5
4,22,4,32,12,1,2,1
0,3,-7,-19,-10,3,-1,5
0,8,15,-7,-5,-2,-1,-8
-2,10,34,25,-2,-3,-6,-2
-7,-36,-97,-11,-6,-6,-2,0
-6,6,14,-13,4,-2,-5,-9
-16,-19,-51,-21,-14,-14,-14,1
7,13,12,10,16,8,8,1
-9,-7,3,9,5,4,-1,-6
2,-6,-3,-2,-1,1,-4,14
-9,-4,3,8,1,-1,-2,-9
4,6,7,12,0,-5,1,1
-1,41,36,-13,-9,-4,1,-9
-6,-5,-2,-19,-1,3,-3,-5
3,11,7,13,-6,-3,-1,3
-5,-3,-14,0,-7,-9,-8,-9
-7,-7,11,1,-1,-2,-3,-4
-7,-8,-45,-10,0,-2,-8,-13
9,4,-46,0,0,2,7,26
0,3,-8,-19,-1,-1,-4,-1
1,-10,83,26,-3,-4,2,-2
-2,-34,19,6,-2,-4,-2,-3
3,-19,48,13,5,6,7,11
6,35,-55,0,0,-2,-1,-7
0,-10,-38,-20,-10,-2,-3,10
-4,-5,-17,-1,1,1,-1,-1
-5,-1,37,1,-4,-3,-6,-2
3,7,9,1,0,1,3,2
0,-5,-3,1,10,6,3,-9
5,3,-38,-27,-1,2,3,4
4,14,123,43,0,0,-6,-2
0,-3,-30,-11,-6,-4,3,1
-17,-37,-128,-43,-10,-12,-12,-18
0,3,-33,-9,0,-5,-2,7
