Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-1,-26,-96,-47,110,28,12,25
-3,-10,-4,-19,-6,4,-33,-14
2,17,2,-89,6,-2,35,22
10,8,-3,-26,-34,-8,20,45
-9,-15,-12,127,53,10,-5,27
-6,-7,-3,3,33,9,-19,-70
-18,6,-1,-29,-1,-3,-14,-39
-1,6,3,-20,-14,-10,-4,8
6,1,12,-37,-21,-7,-2,16
4,-14,-25,-41,-29,-9,5,20
3,3,2,61,4,3,4,2
-8,-12,-8,-4,1,8,-6,12
-2,-7,-10,-2,-10,-2,2,24
11,4,-5,-44,-9,3,8,52
-2,17,17,37,-15,1,-15,-61
-13,5,-10,-23,26,-3,-16,-111
13,-11,10,11,10,-2,-8,-10
-16,-63,-35,-21,-22,-9,-19,4
-5,7,4,-111,-56,-12,-4,10
6,1,-3,79,52,10,4,45
-9,12,3,73,36,5,3,-23
23,-13,-15,-5,2,-2,20,4
0,2,-4,-34,-5,-3,-2,9
1,-6,2,-73,-22,-5,-12,-53
-9,-17,-10,43,-24,-16,-20,-20
7,16,22,1,34,9,-2,-5
-1,19,1,-128,-7,9,10,31
-12,-37,-36,105,6,2,-5,-18
-20,5,3,0,-9,-7,-16,-50
25,-6,0,30,-13,-5,28,33
24,-14,-6,-3,39,9,-12,-32
-20,7,-6,-9,-10,-3,-3,-14
-20,8,9,-23,-35,-12,-5,-12
-5,-7,-12,5,45,10,4,4
-1,0,-7,-19,-3,-2,-4,5
5,6,0,-34,-20,1,1,11
1,-22,-17,-66,-22,-16,-11,-16
-15,-22,-3,9,15,2,-10,-58
-8,-6,5,-6,0,-4,-9,23
8,16,17,3,-13,-3,-5,2
-5,-11,13,14,-51,-10,-10,-12
-4,-6,-10,-33,77,19,9,21
-9,-30,-46,22,7,-8,0,-23
7,29,1,-128,-38,-10,3,8
2,-7,-19,-26,-22,-5,-8,5
1,-33,-1,-41,6,1,-4,-24
-8,-7,-6,-45,3,0,-3,-4
-10,-14,-19,31,2,-1,5,27
-1,2,-9,-16,-25,-3,6,19
-12,-5,35,-28,9,3,-29,-36
-12,-14,-7,-5,-2,0,-11,-4
-1,-4,2,16,-2,-2,-3,43
-4,2,-2,-53,-19,-8,-3,0
13,-1,13,39,-2,6,11,21
2,-1,-25,-26,38,-2,-16,-55
6,34,27,-14,-11,-8,1,-7
-12,7,19,45,-6,-1,-8,-1
11,1,-17,-67,-17,-2,-25,-34
10,36,25,-88,-13,-12,3,1
-29,-41,-6,59,-4,3,13,40
16,-4,-12,40,57,19,38,52
-12,0,0,-15,-4,-13,-26,-33
-1,14,21,-40,-30,-9,-9,0
14,12,-17,4,2,4,-6,-5
4,-22,-10,-7,4,5,0,33
-5,-14,-5,-17,-13,-5,15,15
-29,-1,-2,-65,-22,-11,-15,-55
7,9,18,69,-14,-4,3,30
15,0,-14,-3,15,12,30,25
1,7,-17,-32,16,4,3,4
-4,-7,15,-61,-19,0,-8,-38
6,1,3,27,-1,-6,-9,7
-8,-1,14,51,5,-1,-9,4
-2,-2,5,-73,-15,-4,6,3
-4,6,17,92,-5,-6,-8,-15
5,0,-12,56,-28,4,11,32
0,21,-1,-56,1,0,-9,2
1,-22,-69,-16,52,9,49,-1
5,-18,-4,-8,-7,-8,-23,-27
-3,-5,-1,10,-10,-4,5,29
-3,-20,7,16,-9,1,-3,44
-24,-11,-12,-55,-14,-8,-14,-40
-4,13,0,3,-10,-7,-11,-37
9,27,11,-104,-15,-3,-4,20
-4,6,-16,117,10,-2,-4,-16
0,-28,3,43,14,3,-2,-4
-5,-17,-10,-18,0,-3,-5,12
11,32,17,3,-50,-19,-21,-17
16,-8,-17,-5,24,3,-5,0
-10,-43,-8,-11,14,7,14,15
-13,16,-8,-14,-2,0,-17,-1
-6,6,2,-13,-10,-13,-9,-33
-5,-2,23,-8,-46,-7,59,47
-5,-5,-22,-26,6,-3,11,1
3,11,5,-37,19,3,-16,15
18,10,-3,1,-16,-1,-1,36
20,-2,6,119,-8,-6,-7,20
-28,2,-15,-23,17,7,-3,-119
-19,-13,1,0,-11,-7,-14,-5
21,-6,-1,-35,-18,-6,1,23
4,-17,-24,-1,1,-3,5,6
-1,5,48,53,1,4,7,16
2,24,-4,-59,-39,-10,12,24
8,-1,-43,84,44,11,0,15
-10,-60,-21,-37,-1,-1,-5,-21
-1,-1,1,-17,-11,0,-7,-11
-3,-6,6,1,-5,-1,0,-3
3,4,-2,4,6,4,-12,7
-6,2,18,-68,2,5,18,16
1,-9,3,78,-8,4,-18,-20
-5,7,-11,14,6,-1,10,28
-10,1,-4,-79,-3,-7,22,19
-7,4,-6,7,-15,-10,-16,-42
22,-6,-2,0,-9,-11,-40,-128
-19,-7,9,-27,-8,-3,-6,-1
4,-24,-2,23,0,1,-14,-9
-9,-17,-3,-32,-14,-3,2,16
3,7,17,81,-20,-9,-18,26
-4,2,-36,-82,6,7,8,-31
2,0,5,53,25,7,8,15
-8,-15,-4,-4,5,-3,37,-1
-1,16,2,4,-13,-6,-6,9
-1,8,-8,-19,-10,-8,-16,-12
6,-13,6,-21,-1,11,5,21
-11,-15,0,27,-10,-8,-12,-13
-6,4,-11,101,39,1,-13,-13
-5,3,-20,-22,-1,-1,-2,-8
-16,-30,-7,-26,-13,-4,-4,-11
11,1,12,26,-14,-2,-5,8
4,-13,-26,-81,9,3,1,-3
3,7,5,-53,-18,-7,0,-3
-11,9,-10,3,-7,0,-7,8
-28,-25,8,2,9,0,-28,-6
26,8,7,61,-19,-6,-4,8
8,6,1,-7,8,2,74,37
-12,-13,-16,-11,-6,2,-6,-47
0,10,5,-12,-7,-1,-1,21
5,2,6,-38,-19,-4,-4,28
-4,9,6,-3,-13,-4,-14,13
4,-4,-15,120,20,5,7,-19
3,-13,2,-113,13,-1,-4,0
-25,-15,-19,127,9,-3,-21,-62
-5,7,-3,-5,12,8,5,14
0,-2,5,-6,-10,-5,13,29
-1,-6,2,-103,-20,-6,-3,-17
-9,-4,-8,2,-14,0,2,-2
9,-2,-4,-7,-15,-7,-6,0
3,-22,-5,81,34,4,5,6
-21,9,6,-4,5,1,-31,-18
0,-6,-25,-50,-24,1,35,5
8,6,-2,-4,0,-8,3,14
-41,-54,-1,-20,0,-1,-10,-44
12,5,-2,-66,-5,11,16,23
1,-1,10,127,-9,-9,-8,10
9,3,-4,-14,3,2,16,58
-6,13,1,-65,-8,-4,-8,-115
-1,9,15,-20,-4,-8,-35,-21
3,11,-1,5,1,-4,-2,22
7,0,-5,-5,0,0,1,4
-8,-27,2,10,-14,1,2,12
3,0,0,2,10,7,13,10
-10,6,2,4,-6,-4,-31,-3
-1,4,14,-49,-27,-8,42,7
3,17,-7,59,-14,0,17,-1
13,-9,-15,-22,31,7,-12,4
10,3,9,15,-26,-11,-20,-12
-17,-3,4,-70,-8,-5,-11,-7
-6,8,-12,118,46,10,-1,2
2,6,4,23,-3,-2,-3,7
1,4,3,-60,-11,0,4,15
-9,-27,7,-49,-17,0,3,-10
-3,-2,15,-66,-48,-14,-15,0
2,9,-30,106,73,19,11,8
15,-8,-3,9,8,3,4,7
-10,8,14,-24,-9,-3,6,0
-7,0,15,46,-14,-1,-18,-6
6,-22,-63,-68,9,1,28,9
6,-5,-1,-7,-5,-13,-6,8
-17,7,0,1,3,1,-17,-109
-1,8,8,-3,-16,-3,-18,5
10,5,5,3,16,9,15,32
-7,6,4,48,18,5,28,6
1,9,-13,-47,-7,-7,-28,-24
4,-16,-4,-29,-12,-8,-7,23
14,-13,19,26,-2,-8,-8,-10
-19,9,-5,11,-20,-6,-19,-30
-6,-43,-4,44,34,12,6,4
8,3,2,0,1,5,0,0
6,-9,-2,-60,-5,-1,6,26
-2,15,5,16,-13,-10,4,-26
11,2,12,-30,5,0,-3,-8
-8,24,12,-21,-5,-6,-21,11
-1,-5,-10,-1,-3,5,-18,-46
19,5,6,-41,-19,4,55,92
-1,-15,-13,79,38,0,9,2
