Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-1,-21,2,-23,-12,-3,-2,20
-5,8,11,38,60,18,11,-14
2,-5,-3,30,8,0,-2,-1
15,14,11,-17,-17,-6,-3,3
2,-17,-5,-57,-6,-5,-7,-10
-14,0,29,-42,-55,-23,-12,-6
1,-4,0,12,7,5,7,2
10,4,-27,41,30,15,11,13
9,-27,22,7,56,21,10,23
-7,19,-74,-7,6,0,-4,-40
-12,-23,-38,-26,-20,-3,-3,3
-9,-15,10,-5,-29,-16,-16,-41
12,-4,11,3,15,-7,-9,-4
-27,-16,-35,-59,-22,-3,-4,-19
-14,5,71,73,24,2,-7,-29
2,-7,-41,18,3,9,9,11
-3,-8,-37,-3,-25,-6,22,12
-2,3,19,-51,24,-3,-6,5
3,2,8,73,-11,-3,-8,-1
4,3,-34,-128,18,5,0,4
4,4,-1,8,-1,-1,0,11
0,-13,51,-21,27,10,4,7
-6,30,27,0,-10,-5,-2,-5
-7,-23,9,-12,-11,-8,-1,8
-3,-1,-3,52,-32,-4,-5,11
6,-11,-21,-15,44,21,18,23
-6,-20,38,-22,1,-6,-7,18
8,20,0,-128,-58,-20,-9,-2
7,8,10,4,0,1,20,56
4,-9,-4,-37,-14,-1,-5,8
-3,-5,9,63,-41,-16,-13,-25
2,0,-1,-7,79,22,9,5
3,12,12,-13,-19,-2,1,15
3,17,25,8,-24,-6,2,12
-12,-26,5,83,10,-2,-7,-12
-4,-16,-78,-84,18,5,-4,-10
-5,18,-23,62,-28,-14,-7,13
9,-11,-11,-54,17,6,6,-30
-12,-8,30,18,-6,-5,-6,-20
-12,-19,17,-40,-27,-7,3,4
-5,11,0,53,-39,-4,5,11
18,-7,2,-12,61,13,7,4
-24,8,17,31,-27,-16,-13,1
-8,2,-72,49,18,7,-4,-18
-4,-17,10,-5,20,4,0,-1
-2,1,-10,-108,-14,5,8,8
0,1,-117,85,18,2,0,17
4,13,60,21,-21,-14,-7,4
-1,-27,-35,49,36,10,-5,21
-14,-12,21,-2,17,19,25,-61
1,-20,-22,-11,-3,4,0,0
15,16,37,10,-31,-13,4,35
-9,18,60,-39,7,-7,-17,-12
-7,19,16,48,-45,-21,-13,-24
-15,-25,-14,38,-26,1,7,-4
5,0,-13,27,85,19,5,12
0,-9,-63,-32,-5,-2,0,10
-3,-16,1,-20,-15,-3,-6,1
0,28,14,-57,-36,-4,-2,15
-2,-37,3,98,33,5,3,10
6,-12,-41,2,-15,-8,4,3
15,25,21,-16,5,2,6,27
10,-5,12,-8,-12,-9,-15,-20
-5,-25,5,-77,-43,-16,-20,-33
-17,-7,16,127,-33,-13,-11,-31
7,1,4,-80,67,27,13,17
4,-12,-68,45,26,4,-8,7
4,-2,-38,-85,1,8,46,53
10,-3,-12,-19,-7,4,39,20
-12,-17,0,3,-10,-9,-5,2
-12,-15,1,2,-13,-10,-18,-63
-4,5,9,-23,-34,-13,-8,-2
-2,0,42,24,-12,1,-1,-7
1,5,0,-43,34,12,5,6
-5,1,17,48,45,9,-1,-6
-1,-4,-15,-28,25,7,12,20
11,-4,-16,21,-6,-3,2,5
5,8,-33,-42,-25,-9,-9,-17
6,42,54,95,26,5,-2,7
-3,-33,-2,45,1,3,4,17
-20,-14,18,-60,-22,-5,-1,-16
3,12,10,-14,-11,-10,-4,-16
13,28,23,2,10,9,15,66
2,7,9,-29,1,3,2,7
-10,-15,37,-10,-2,-5,-34,-117
-29,-27,-41,-26,-100,-32,4,3
-7,-7,-27,127,115,23,10,21
10,3,7,-57,53,18,8,20
5,5,11,-22,-17,-5,-1,10
4,-5,-73,19,-37,-11,-4,7
0,22,38,9,-21,-11,-7,-1
-2,2,-4,-28,-12,-4,-3,-2
5,12,85,53,24,10,-8,1
-3,-9,-45,-33,1,6,27,20
