Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
0,3,-3,-6,-11,-12,-6,-4
-1,-2,3,-6,-10,-7,-2,-2
-4,-2,-5,-7,0,2,2,-2
-1,0,4,-3,7,3,1,-1
2,-2,33,8,5,7,1,1
0,-5,-96,-12,-8,2,0,-5
-4,-4,2,5,15,3,3,-1
-1,0,20,4,13,4,-2,-3
1,2,-4,7,-7,-2,-2,1
0,-6,-14,-16,-15,-8,-6,-4
-2,-1,-3,-19,-14,-8,-4,2
-2,-1,33,-2,-18,-10,-4,-2
-1,-2,5,-6,-4,-9,-2,-2
0,-2,4,8,1,1,-3,-3
4,0,0,0,7,15,6,-1
0,0,-15,-18,6,2,1,0
-1,-1,-17,-11,-4,-6,-1,-1
-2,-2,-2,10,-7,-8,-3,-4
-7,-10,1,-2,-15,-12,-9,-3
-1,-1,-1,-2,-8,-4,-3,-1
0,-2,-4,4,-4,4,3,-2
-1,2,-4,8,7,8,3,3
-2,-4,11,-5,-22,-13,0,-3
-3,-2,1,-7,2,6,0,-2
-1,4,-2,0,28,16,4,3
4,5,5,30,5,3,4,3
-4,-10,19,-17,-10,-9,-3,-4
-7,-11,-29,-1,-4,-9,-6,-6
-2,-1,1,-2,8,10,5,0
1,1,5,3,17,10,3,-1
-2,-1,13,10,0,5,-2,1
-4,0,11,12,-1,-5,-4,-4
0,-2,-25,-5,-6,-5,-3,0
-4,-1,-7,-25,-13,-9,0,0
-3,-5,-41,-8,-7,-1,1,-2
1,5,35,-8,-10,-2,-4,-5
2,-3,8,-4,-3,-8,-4,-3
1,-1,8,-4,-12,-7,-2,-2
-4,-3,-4,4,-9,-6,-1,-1
0,0,2,-9,0,-1,-3,-1
-3,-2,5,-5,1,-2,0,-1
3,-1,-3,-3,-7,-4,0,-3
0,-2,-3,-3,1,5,0,-1
-3,-4,0,0,-2,-1,0,-4
-5,-1,13,-8,-13,-9,-6,-2
-2,-1,-2,19,-25,-15,-3,-1
-2,0,-2,-16,-3,-5,-4,1
-2,-5,-7,-11,0,4,-2,-2
-1,1,2,4,-1,3,1,-1
2,1,4,8,4,3,1,-1
-1,-2,-16,0,1,1,-6,-2
-4,1,72,4,0,9,4,2
2,2,-38,1,3,6,4,-1
1,-3,-20,3,2,-1,3,0
-1,-1,11,-4,8,-2,-2,0
-4,-4,12,-13,0,-5,-2,-4
-2,-1,10,3,-12,-4,-2,-5
-4,1,4,-2,-11,-10,-6,-6
0,0,-6,1,-8,-10,-7,-3
-3,-2,0,-6,-4,4,0,-1
-1,-2,9,-6,25,16,-1,0
1,6,-12,2,12,6,5,1
-1,4,0,13,-2,1,-4,-2
-8,-10,2,5,-10,-6,-5,-4
-5,-5,-12,-5,-11,-10,-8,-7
-2,-1,-3,-14,-7,-6,-4,0
-2,-1,11,-3,-8,-6,-2,1
-2,-1,-2,-3,-6,3,1,-4
1,3,21,-3,6,4,-1,-2
-1,-5,-13,-9,5,0,1,-2
-2,-5,-27,-1,-5,-4,-4,-4
-2,-6,-6,14,0,3,-2,-2
-2,-2,-21,-27,-1,5,-2,0
0,-2,5,-7,-6,-7,-1,-2
-2,-8,0,1,-5,-1,0,-2
-5,2,6,-3,-2,-6,1,-4
0,-1,-7,7,-3,2,-2,-3
1,1,23,-5,-2,2,-1,2
1,1,0,1,15,1,-3,0
