Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-7,7,8,-110,-11,-7,-8,3
5,-3,-7,57,13,4,5,4
1,-1,6,-5,-19,-8,-3,-5
1,7,-5,88,-12,-3,-14,3
-7,4,-12,-103,6,-4,-3,-1
-5,-5,10,-41,-2,7,0,-10
19,1,-9,-41,-17,-8,-22,-26
-12,19,4,53,-14,-7,29,8
-5,6,0,12,3,4,5,12
1,-2,-7,11,16,10,2,33
-8,-13,7,-15,-7,-6,-5,-27
4,-1,-2,-9,1,-1,-5,-7
-9,-12,-18,-29,-10,-3,-6,-23
-6,8,27,20,-10,-9,-7,5
1,9,-8,-97,-11,2,-3,10
5,-6,17,81,30,4,1,-8
3,6,5,21,-5,-3,-12,-52
-6,6,4,-128,-82,-21,-9,4
-7,-8,-2,127,9,1,2,14
13,2,1,25,98,32,6,-8
-10,-25,-6,-8,15,-1,-1,5
-15,9,-2,-18,-19,-9,-17,-15
-6,5,23,54,-30,-1,-1,7
9,-19,-25,-17,93,32,10,3
-3,10,13,-6,1,1,-6,-2
-5,-13,-20,-9,-12,-4,-11,9
0,6,20,2,-4,-7,-2,0
-3,-8,17,-35,-40,-13,4,23
1,13,12,15,0,-5,8,12
-1,-11,-54,40,41,11,2,-26
18,1,7,2,14,-1,-3,-11
-9,18,8,-1,5,4,-1,-2
-6,-12,-1,-43,-18,-1,5,7
-3,-6,2,39,1,-6,4,10
10,-12,-72,-19,15,8,0,6
-6,-32,0,44,-28,-7,-5,4
-6,2,-16,-5,11,0,-11,18
5,17,23,-48,-8,-10,16,32
0,8,-13,35,0,6,12,-19
-15,5,3,-52,0,8,-4,-16
1,-12,-3,2,3,-7,-2,3
0,-3,-2,1,3,-7,-5,-3
1,0,1,-2,-6,-4,-1,-2
-2,16,6,-29,-14,-3,-2,1
-6,8,-2,7,-54,-28,-12,-29
-3,-24,7,15,35,7,-20,13
10,-18,-26,19,45,17,19,18
7,28,-16,-25,-2,9,12,-17
2,3,-10,5,3,-1,1,2
-6,-33,-8,-78,-34,-15,-6,11
1,4,17,114,-40,-10,-14,5
1,14,12,-44,14,-3,37,20
0,-5,5,55,51,12,1,2
1,-6,-28,-2,34,16,3,10
9,7,16,-12,-2,-2,0,2
-21,-31,-30,9,-32,-9,-3,-18
-1,2,5,-26,-9,-2,-2,4
-14,-14,-27,-11,-2,-4,1,10
-5,-11,-36,31,-14,-7,-4,21
-17,12,72,-1,-48,-13,-19,-95
9,12,-31,-46,48,7,2,-11
2,-18,-22,9,-4,-2,0,5
0,17,45,14,-2,2,3,11
3,-4,-47,7,17,2,6,11
-4,-8,-25,-46,-21,-16,-8,0
-1,-11,-11,6,-22,-5,-4,0
-1,1,-4,2,19,14,3,5
-14,2,24,-16,18,6,-28,-11
10,2,-7,28,5,4,46,41
2,3,-18,-3,-31,-11,1,-3
-2,24,51,-41,-40,-17,-11,-10
-4,0,-17,127,40,0,-13,-17
7,-22,-57,-40,26,7,-10,-14
-34,-25,-19,-26,1,-1,14,25
1,1,11,-34,-38,-13,-9,-12
-4,9,5,49,9,-10,-25,-53
1,-22,-2,-2,12,0,-4,7
0,9,14,2,5,-2,2,13
2,-4,6,2,-8,-3,5,20
2,11,-18,-4,-12,-6,-9,5
1,-5,16,-45,-8,-2,-8,-29
-5,-17,-9,-1,-8,-3,-11,-46
-7,-15,-11,6,-2,-5,-1,-5
12,14,21,2,-26,-11,-20,4
6,-2,-42,-21,-13,-5,26,2
1,-24,-18,96,46,15,1,14
-7,11,17,-82,7,11,4,10
-2,19,-32,-5,0,0,0,-15
0,-7,1,-21,-20,-8,-3,2
-1,-7,2,84,-13,-8,-5,1
-4,-5,-6,-50,-69,-20,-15,-5
14,-1,16,37,85,16,2,30
8,17,-17,-49,-11,-2,0,-3
-9,-38,-47,-46,-68,-22,-12,-36
-23,-16,12,124,42,6,-3,9
-2,-9,-54,-87,17,6,-6,-40
-1,-6,-12,-7,-13,-5,-3,7
-7,37,31,-27,-34,-8,3,6
2,5,40,-9,-28,-6,-16,-6
-7,-24,-39,35,20,1,9,15
-1,-8,-2,-24,10,2,2,14
-7,-4,-14,-8,0,2,-4,-48
10,-23,-37,-8,-14,-5,7,39
14,13,29,36,2,-2,-8,7
3,8,-6,0,-14,-7,21,1
-5,-19,4,-59,3,-3,-14,-48
-28,-11,17,9,-18,-5,2,12
4,9,61,57,2,-8,-10,4
-7,-9,-45,-77,10,0,-10,-49
-9,26,-30,38,45,12,4,-5
-3,-6,9,3,-5,-4,-7,-13
-2,-36,-2,-43,-28,-8,-9,22
-5,5,2,24,-16,-8,4,33
5,5,10,73,-15,5,49,5
10,12,13,8,33,9,-13,-56
5,6,43,-94,20,2,-12,-4
-12,-40,-72,-32,-1,-7,-22,-11
2,-29,-64,37,-1,0,7,11
-6,9,10,-29,-41,-12,4,12
1,15,22,22,14,9,12,21
7,5,7,-128,-30,-10,-7,30
8,-44,27,98,2,-6,-14,-35
-52,8,-1,51,31,6,-11,-44
7,24,5,-21,5,4,-1,3
-4,-13,-4,-23,-9,-1,8,26
12,9,1,14,-12,-4,2,19
2,-14,0,-47,-17,-15,-7,-31
-5,-8,25,-3,4,-3,2,9
-1,18,11,-22,10,6,-3,9
-3,-18,-85,19,17,5,-21,-15
2,-6,-15,-7,-4,5,-9,0
6,0,9,6,-28,-12,57,28
12,10,13,-33,-36,-2,1,15
-22,-6,-4,22,62,19,0,19
-4,5,-26,-4,9,1,-4,-23
9,8,14,-31,-20,-7,-3,-1
-19,-4,61,-20,6,-6,-10,-15
-8,-18,50,-97,-77,-23,-14,-14
-2,-25,-44,127,23,10,7,23
13,17,-16,-128,75,34,15,13
1,-12,-28,-12,9,-2,-6,-13
3,3,28,-13,-14,-12,-4,12
4,-15,-57,-9,-22,-3,12,35
-6,-5,-41,4,-20,-6,-22,-58
-5,-2,-9,-34,-23,-10,-26,-27
4,0,36,17,-35,-9,49,38
-2,-8,-3,24,67,23,-1,-9
0,8,0,-7,-5,-11,-10,-9
-13,27,27,-20,-23,-5,-5,28
2,-3,23,24,-6,-2,-4,-31
11,-3,-7,37,24,6,0,-27
2,-8,-4,-33,-16,-8,4,8
-20,-29,-19,-23,-21,-9,-1,-1
-4,-20,0,-28,41,7,-2,-1
8,-1,-28,14,-7,3,4,30
1,18,3,-62,-9,1,7,52
2,10,10,32,-29,-11,-7,-38
7,-14,-43,-10,18,2,-10,-32
9,13,-22,5,-26,-6,-16,5
-16,-30,25,8,21,8,29,16
0,16,36,-49,-20,-6,-7,-9
-2,-51,6,30,14,1,5,36
-11,-3,-101,-23,-4,-7,-41,-115
-2,0,-3,-42,-18,-14,2,23
7,7,17,123,-19,-13,2,-3
6,14,11,-128,17,14,0,-13
-19,3,-1,29,-2,2,0,13
12,10,18,95,-24,-3,2,55
-2,-2,-26,-78,55,6,0,8
-15,-24,-20,32,12,4,-9,-104
-5,15,28,-2,-19,-7,-11,-19
2,-28,-16,37,-16,-5,-9,16
5,2,26,-28,-31,-2,1,27
-7,0,2,6,11,-4,28,48
-2,-25,-67,2,0,-4,-9,-60
-2,2,1,1,13,1,-8,2
3,-26,-16,1,1,-5,-1,1
-17,8,12,-33,-31,-9,-35,-22
-5,-1,1,26,5,1,10,15
-2,-2,-10,37,12,4,9,23
2,0,-1,-63,-1,0,-13,-25
11,-6,-4,-18,-25,-4,30,93
-34,9,15,12,40,6,8,-88
-10,-7,5,-20,-36,-13,-26,-77
-10,-9,1,75,26,7,-25,-38
3,11,-4,-46,1,3,17,28
3,-52,-35,89,19,-3,6,16
6,16,63,-64,2,-1,0,16
0,-1,-70,-11,48,4,-11,-1
-7,2,-41,-103,-26,-9,-16,-25
-9,3,27,32,-56,-16,-25,-4
5,-1,-3,47,79,29,22,15
18,22,84,0,3,2,16,36
7,12,-53,-22,-14,-13,-15,-30
-3,-37,-19,45,-5,-4,-17,-13
2,-14,-20,-24,0,5,6,5
-1,-20,11,-6,-2,0,-17,-40
-9,4,11,-45,-14,-7,0,20
8,11,13,34,-11,-3,-2,-15
-15,-32,-16,-7,9,4,-7,-68
-19,-11,52,17,2,-1,-19,-9
28,36,-11,-9,-7,3,32,42
3,0,-32,-42,4,3,22,20
-12,-13,-2,83,24,-2,-5,-3
-2,-10,-13,-117,-33,-7,-2,12
26,8,20,16,-31,-8,2,37
-12,-4,-39,42,25,1,-7,-3
-1,-3,12,-60,38,14,0,-53
6,-23,4,-42,-15,-19,-36,-11
-1,3,26,-27,-15,-6,15,3
-11,-20,-23,-63,-33,-5,8,22
-17,-9,-20,91,9,6,-2,17
-5,7,57,62,18,10,4,-13
8,-4,19,-62,-12,-7,-22,-35
6,20,5,70,-17,-9,-5,-14
5,-8,-112,-32,43,15,15,25
-7,-12,5,-21,-12,-10,-14,-15
2,-17,31,3,-10,-9,0,11
-10,26,23,-14,-49,-14,-6,4
-16,-23,15,21,-3,-5,1,13
12,-6,-9,70,73,29,21,13
18,16,2,22,2,0,-1,8
-1,18,0,-83,-22,-6,-13,-15
10,-21,1,67,-30,-11,-5,9
-23,12,-39,-98,30,7,-3,-26
-22,-30,-8,33,19,4,0,-10
4,11,-48,-12,-25,-8,-2,4
5,-42,11,-4,-1,-5,-41,3
-10,15,8,8,6,0,52,53
16,-6,4,-25,-6,-4,16,-9
5,5,10,-2,-9,-3,-20,-21
7,1,-3,42,-22,-5,-12,8
5,10,16,-57,-12,5,6,18
-21,3,47,-9,39,4,-2,-22
-10,-8,-77,5,3,-1,-9,-39
3,-11,-18,-16,-11,-9,-6,12
7,5,4,-19,-11,-7,-1,4
-1,8,14,-36,-23,3,18,3
10,20,18,33,-15,-8,8,16
1,-14,7,46,-3,-10,-33,0
-3,-28,-9,66,59,18,-7,-22
-24,-27,-48,-128,28,1,-1,-4
8,-3,3,-37,-10,-2,6,-1
-8,2,0,-27,-15,-7,0,8
-1,11,10,6,-21,-9,-21,-13
5,-8,-10,-28,-27,-8,34,27
2,18,-11,55,20,5,-10,-5
-12,13,60,75,-34,-13,-3,-31
18,-5,26,-37,52,5,0,39
-39,-25,-27,-65,0,-7,-23,-64
5,-17,-69,72,-4,5,-6,-15
0,-1,-17,-85,0,3,1,3
4,31,41,-52,15,-2,3,17
-1,-2,-15,-8,-20,-8,-24,3
2,0,-3,-31,-15,-3,12,33
-1,6,38,54,-20,-7,16,21
-10,-14,11,-23,28,9,-14,-37
8,19,31,6,10,2,-11,-9
-18,10,-26,-27,-9,-2,0,-6
-12,-11,9,109,-21,-8,-11,-3
-1,-25,-53,-128,-1,2,7,16
1,-31,26,-8,-15,-9,-1,-9
1,1,-22,73,39,12,-6,17
7,35,29,-46,-5,1,42,-4
-6,17,11,-5,5,3,2,19
12,4,-11,-30,-8,-9,-15,-11
-17,-3,-26,-5,-42,-16,-12,-10
-5,-60,-13,35,25,-3,-7,-3
4,38,76,-26,15,9,3,-11
-10,-25,-23,-4,-8,-1,-2,3
-2,0,3,-39,-28,-9,-1,14
0,-3,-14,30,16,-4,0,10
-1,3,26,5,-6,-7,6,18
4,4,-5,-63,-24,-5,6,22
12,3,-11,55,7,-6,-6,-26
-33,4,-16,26,18,3,-15,-11
3,15,17,-15,-12,-8,-1,-23
-1,-8,-22,-114,-56,-12,6,4
-5,-32,-16,127,64,19,6,20
3,-27,23,-18,16,5,-8,-14
0,18,5,-8,-5,-4,15,0
-2,4,6,-48,-45,-13,-5,0
-5,-2,6,127,4,-1,4,40
15,12,-3,-33,46,16,-5,18
15,26,20,-16,-10,-5,10,-22
-13,1,15,-17,-7,-7,-16,-17
-6,-18,-42,0,-8,-8,-8,-14
1,-20,-18,-64,-24,-4,-4,-14
11,11,11,-10,-15,0,-2,11
-19,-7,-15,44,10,3,3,1
-7,0,28,-128,-57,-18,-13,-6
0,1,-5,127,127,30,4,5
11,29,27,-45,7,8,11,23
-9,-43,-121,-40,-17,-7,-5,2
2,-2,22,-4,-28,-14,-12,-37
8,0,15,-16,-18,-13,-25,1
-4,-1,10,-39,-28,-8,16,-9
-6,17,10,-28,4,1,5,-5
4,5,-6,64,-1,2,-9,29
-6,-20,27,21,0,-4,-14,-20
-18,6,-27,-43,-6,-5,9,-33
8,1,2,-3,-2,-4,-5,-11
3,14,23,19,5,7,2,22
14,-1,-1,-7,-6,-2,-12,-29
0,-3,15,17,-14,-8,0,36
-46,-7,2,-31,-12,-5,-7,-42
-2,4,-27,-9,1,4,-8,17
-1,-2,-19,-8,0,-8,-2,2
-3,4,13,53,11,6,0,-25
2,-6,2,63,22,2,-3,2
15,17,44,27,-13,-5,-4,18
3,-6,-58,-128,-25,-7,2,-2
-8,-39,-33,127,9,0,8,22
5,-20,-31,-51,23,12,7,33
-11,5,28,12,-29,-13,-4,-8
5,0,20,-7,-36,-20,-22,-44
4,-4,-7,-78,16,8,-4,-7
-2,-11,5,127,8,0,-2,-1
14,26,37,-53,19,12,11,18
-8,0,-39,13,-7,1,1,9
-1,-22,-12,5,21,15,11,9
6,5,-2,-53,-29,-8,3,10
-4,-3,11,95,-6,-7,1,4
-1,-1,1,-44,-6,1,-13,17
15,16,12,2,43,14,41,17
8,21,30,-3,-7,6,37,11
-21,-55,-91,25,-17,-11,-25,-36
9,-15,70,-49,-11,-12,-16,-57
0,34,-66,-4,-29,-8,-12,2
10,-15,-14,12,29,12,9,20
7,13,13,0,-8,1,7,21
-8,8,24,-15,1,3,-6,-12
-17,-19,5,9,-6,-5,-35,-8
19,15,18,41,2,-2,28,34
12,3,-18,-30,9,6,-6,-2
5,17,35,-18,-15,-7,-5,18
2,8,18,42,-27,-12,2,-7
-5,-2,-42,100,30,9,-5,-58
-9,-26,7,-34,49,9,-5,-2
-2,19,6,35,-40,0,0,20
-22,-20,16,-69,39,1,-8,3
19,11,-29,-46,-4,-16,-21,-37
-19,-17,-13,-33,-15,-9,-10,-41
-13,2,10,34,-10,-1,2,19
4,-4,14,-13,-23,2,5,28
-15,-9,-3,22,-21,-7,-5,16
22,7,16,6,31,10,2,-31
3,9,-15,10,-2,-9,-18,-24
-21,-58,-47,-19,-9,-10,-25,-44
-11,-5,-10,-14,-7,0,36,17
-2,-11,-1,-56,-19,-1,11,16
11,19,11,98,13,3,4,20
2,12,16,-26,-50,-17,-9,-8
-5,-7,-5,77,41,6,-7,-4
6,3,-5,-1,28,9,1,19
-19,-7,17,-32,9,1,-1,-20
17,17,7,-106,-26,0,11,24
12,-1,-25,127,8,-2,4,23
2,-1,10,40,15,-8,-15,-36
-13,4,-8,-14,-2,-5,-18,-27
-4,-10,-19,-33,3,-8,-11,-39
-9,4,53,92,-67,-18,-4,11
-8,4,-27,-45,87,24,14,13
14,-16,-23,-25,-1,1,6,10
9,-21,5,20,0,-4,0,10
2,1,-30,-45,-1,-1,-15,1
-1,7,14,-2,-11,-3,13,4
5,10,32,-13,-20,-1,-18,13
5,5,7,-5,-8,-2,12,21
-16,12,1,14,-4,-3,16,9
-21,-1,-20,4,3,-3,-33,-77
16,-48,-21,-4,1,0,4,13
17,-35,-1,-9,-6,-4,-15,-30
-36,4,3,-5,-4,-3,1,0
-23,-6,2,-1,0,-2,-14,-39
7,11,4,-4,1,4,4,18
3,6,3,-37,-29,-5,1,9
4,13,7,-1,8,6,-12,35
9,0,7,47,34,10,58,43
7,16,15,-5,11,-6,-5,-32
2,-19,-7,4,-16,-17,-26,-1
-23,9,21,-22,-57,-6,-9,-46
-18,-14,-14,-20,22,8,-2,3
4,7,-30,76,51,5,3,8
5,9,14,73,7,0,3,24
4,3,4,27,-57,-12,2,20
-4,9,47,-61,52,8,-1,-34
-14,-37,-77,-47,-8,-4,-12,8
5,-23,-15,-128,-43,-8,-8,-29
1,-2,7,127,-30,-7,0,23
-3,16,-4,-66,39,9,6,-32
-37,-7,18,-36,-5,-4,-7,-5
11,-25,-41,-43,-20,-6,-11,5
4,-11,-5,38,2,-6,16,23
11,-7,-4,31,-5,5,9,21
-11,10,26,-22,-4,-8,-12,-24
1,5,-14,-23,-12,-7,-3,-1
-4,-20,14,8,-42,-10,-6,-3
-5,6,-10,94,45,16,-1,20
6,5,-27,-29,43,13,23,-21
-9,-23,-9,-5,-10,-10,3,-22
-8,-7,17,-46,-27,-9,-5,13
16,1,5,53,19,17,22,44
-5,2,11,-39,-16,-8,-21,-57
13,1,-4,11,8,0,-19,-10
-5,-25,26,-29,-22,-2,-3,-5
-30,9,12,-53,-32,-17,-8,-36
-10,-17,-68,80,60,11,-12,4
-10,7,35,-8,-12,-9,-23,-10
0,18,-1,8,8,3,6,7
-5,5,-6,-38,-27,-8,29,24
6,-29,10,72,-19,-8,-12,22
6,-9,-21,-100,15,6,1,13
4,12,-7,2,33,9,-12,1
-4,-8,6,-34,1,-2,-6,-7
7,16,11,20,-8,-1,8,35
1,8,7,2,1,4,12,23
-17,-4,-7,-40,-16,-12,-16,-79
-5,-17,-27,4,-15,-7,-13,-2
8,-4,14,-11,-9,-4,1,12
-1,-5,-22,-76,14,-9,-18,-48
