Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-5,-11,-9,-1,-2,-1,-1,2
2,-12,19,-2,-1,1,6,1
-2,18,8,8,-1,4,-4,6
9,10,43,23,2,0,-5,-4
-2,-4,32,-4,-1,7,3,-8
-12,-33,-128,-32,-9,-7,-5,-17
-22,-12,27,-8,0,-2,-1,-2
10,19,78,19,10,4,6,5
5,9,26,-4,-2,1,5,0
-6,-57,-32,-7,-4,1,-1,2
-4,-5,1,-5,-2,-4,-7,-20
-11,0,-7,-2,-3,-4,0,3
-6,-3,24,5,4,-3,-2,1
1,92,67,16,4,-3,2,0
6,29,-97,14,3,-2,11,22
29,89,127,74,24,13,5,15
-9,-31,-54,-8,-4,5,-13,-32
-20,-32,-75,-19,-9,-9,4,-3
13,28,127,30,7,3,-3,8
6,90,18,19,4,2,1,4
24,-17,-128,4,5,5,6,8
-23,-39,-128,-30,-17,-10,-11,-8
0,11,29,16,-4,-1,-12,0
10,5,-10,-8,0,-1,9,-2
-4,29,-1,6,2,1,3,-2
7,-80,50,26,8,4,5,8
18,27,58,13,4,8,11,8
-41,-51,-128,-50,-20,-15,-24,-14
-6,-11,104,24,17,5,6,3
8,16,80,10,1,2,-8,-2
8,18,91,23,2,7,7,12
12,32,-61,-12,-7,-1,0,1
-62,-103,-128,-42,-19,-5,-13,-10
23,-2,1,-13,-10,0,-5,-5
8,9,10,20,3,1,6,12
-8,-15,20,13,4,-1,-1,-6
10,4,-25,-3,2,0,5,11
2,-22,11,-5,-2,4,8,12
-6,114,68,19,0,4,-4,4
21,15,117,47,15,3,4,-1
-2,-51,-25,-10,-12,1,0,-5
5,45,-128,-71,-9,-7,1,6
-4,21,117,19,9,1,-6,-20
9,33,127,51,6,3,13,7
-17,-51,-128,-54,-28,-13,-29,-33
-10,26,127,12,-6,-2,-60,-49
-6,-10,34,-1,12,2,34,10
-15,-66,-95,-59,-13,-12,1,8
-21,-30,-128,-47,-20,-10,-13,-14
-30,-114,-128,-73,-24,-26,-16,-23
-34,-11,88,7,1,-1,-1,-4
12,2,-7,16,4,3,9,3
9,36,60,10,-1,-1,1,16
28,93,127,65,25,10,7,-7
12,34,-57,6,2,2,4,32
-40,-116,-128,-118,-47,-18,-20,-28
-18,-45,127,-16,-7,-15,-4,10
3,10,-128,-8,6,6,13,13
-2,28,127,44,4,1,-46,-45
18,30,127,36,7,4,12,2
-9,-22,-128,-45,-16,-12,-10,4
7,9,48,2,8,1,6,1
4,8,53,15,6,4,8,7
-5,9,95,19,-2,0,1,7
-2,31,64,4,-2,-2,-4,-2
6,-54,-111,-5,2,1,4,-1
-14,-39,-98,-28,-9,-7,-6,-11
-25,-52,16,-19,-9,-1,-6,-16
3,33,127,27,3,1,3,-1
7,14,-60,-14,-3,-2,2,2
6,-5,-108,-19,-7,-3,-4,-2
7,-19,127,23,1,0,-2,4
-7,57,47,0,7,-3,-4,-11
-12,-11,-22,-37,-16,-8,-7,-8
15,-33,127,29,7,3,8,7
1,5,100,33,4,2,-10,-4
-5,-18,-83,-27,-14,-3,2,-2
1,21,84,-12,-5,2,-13,15
-3,58,63,8,-2,-2,-2,-1
6,-14,12,12,6,6,10,6
-10,-21,-74,-6,3,-5,-1,3
-2,-8,-118,-29,-12,-10,-7,4
-3,-11,62,-5,-3,1,-6,-3
15,68,127,46,12,4,7,8
4,2,88,24,5,-1,-3,2
-3,-5,-128,-40,-10,0,-1,-1
-19,-41,116,-31,-14,-8,-9,-10
10,47,127,23,7,1,0,3
-19,-47,-128,-31,-14,-8,9,0
1,-17,106,26,7,8,0,20
2,14,53,2,-7,-1,-10,-20
-4,15,20,-21,-9,-9,-4,-11
-2,5,-42,4,10,1,-1,-1
10,31,0,43,21,2,17,9
-10,-7,5,16,-1,-5,-11,1
9,16,13,-3,-3,4,15,20
4,79,-11,-12,-9,-3,-1,-12
2,-28,-115,-9,0,-7,-18,-14
3,2,-17,-8,-14,0,10,-7
-13,-19,-52,10,-8,1,-11,5
-23,-21,-20,-31,-8,-11,-21,-48
2,7,64,22,13,0,7,2
-2,13,6,44,3,-7,-12,-9
1,19,19,-15,-4,0,1,-1
-6,0,-30,-22,-13,-4,-2,-5
-21,-48,-128,-31,-5,-3,-9,-22
-1,-18,-18,6,2,-2,2,3
3,49,21,8,-7,-9,0,-3
13,-11,58,10,-1,1,0,0
-13,-13,44,3,2,-3,-12,-20
5,-11,-59,-9,-5,0,2,2
3,26,-4,-8,-2,-1,1,2
6,25,2,10,3,4,-6,-3
9,22,127,60,15,5,6,1
-20,-73,6,-13,-12,-5,-5,-8
-45,-76,-128,-103,-34,-19,-15,-25
-28,-62,55,-32,-13,-15,-15,-10
14,45,127,48,11,9,11,4
30,65,127,83,22,11,4,20
17,18,28,-18,1,-2,11,22
-45,-84,-128,-112,-39,-18,-21,-22
-1,-5,100,23,4,5,8,1
-18,7,73,23,0,-9,-16,-23
16,18,44,26,6,9,6,16
-3,25,35,10,-1,0,-8,9
-9,-35,-128,-37,-10,-7,-6,-5
-2,5,84,12,1,-7,0,5
8,13,2,1,-3,-1,1,-3
-8,-13,-102,-45,-15,-9,-10,-13
5,-19,25,1,4,5,13,12
1,21,10,27,10,5,-6,-5
-18,-25,-72,29,3,-5,-16,-14
