Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1,-3,2,1,0,0,3,-1
-4,-9,0,2,-1,1,4,-4
-1,21,-5,0,-5,0,-11,-3
-1,-2,-2,-6,-7,-3,-5,0
-4,-4,0,1,2,0,3,-1
-1,-1,1,-2,-8,-3,-4,-5
-1,-4,-1,-2,0,-1,-2,-2
-3,-4,1,-3,-2,-1,-8,-3
-1,-10,0,-4,0,-7,-1,-3
3,9,-4,-3,-4,2,2,3
-2,-1,-1,-3,-3,-1,0,0
0,-3,-3,-1,-3,-2,-6,-2
-1,-2,-2,-4,0,-2,0,-3
-1,-1,0,-2,-3,-5,-4,-1
-2,-5,1,-1,-1,1,-1,-3
-5,-7,-3,-3,0,-6,2,-3
-1,-1,-3,1,-2,-2,-2,-4
-4,-5,1,-3,-2,-2,-2,-3
1,-5,-3,-1,0,-6,-1,-3
3,3,-1,-5,-1,5,-1,-2
-6,-6,-4,6,-2,1,6,-2
-4,-5,-5,-2,0,0,4,1
-2,-1,-1,2,3,-2,-3,0
-1,-25,0,-3,-3,0,-6,-2
1,-12,0,-2,-4,-1,6,4
4,8,-5,-3,-4,0,-8,-2
-4,32,-2,1,0,-3,-5,2
-1,-8,-3,-1,3,2,4,1
-2,-6,-1,-2,4,-2,2,3
1,-6,-2,1,-6,-2,-5,3
1,-5,-1,0,-3,1,2,-2
-7,1,0,-1,-3,0,-8,-9
-2,-3,-1,-2,-3,-3,-4,1
-3,-1,-3,0,1,-2,1,0
-1,0,-3,-1,-2,-5,1,-1
-2,-2,-3,-4,-1,3,-3,-1
-1,-3,-2,-3,-2,0,-7,-3
-3,-1,4,0,0,-3,7,-2
-3,-3,0,-1,0,1,0,-2
-1,-1,0,-5,-1,0,1,0
-1,-6,-3,-3,-3,0,-11,-8
-2,-5,-1,-1,2,-5,5,2
1,4,-2,-3,-6,-2,-1,0
-1,-1,1,-3,-1,0,-11,-5
0,0,-2,-3,-1,-2,2,-3
-1,-2,-2,0,-1,-5,5,2
-3,-6,1,-1,-1,-4,-1,-4
-6,1,-3,-1,1,-4,3,-2
2,0,-1,1,-4,3,-6,3
2,-2,-4,-4,-2,-1,-5,-10
-1,-2,0,2,-7,-3,-3,-2
-4,1,-2,2,2,-5,-1,3
3,-16,1,0,1,-1,-2,3
-2,35,-1,-1,0,6,-1,0
-2,9,1,-7,-5,0,3,-1
-3,-1,-3,0,2,-2,-2,0
-1,-9,-3,0,3,0,-7,-5
-5,-2,-2,-1,-5,-10,-4,-8
1,-1,-2,-6,0,2,2,-4
0,-3,-4,-3,-2,3,-3,-4
-5,2,-1,-3,-1,-4,-2,2
-4,-3,-1,-2,-1,-1,4,-2
-1,-3,-2,0,-3,-1,3,-2
-1,-3,-1,-1,1,-4,-9,-3
2,1,0,-5,-2,-1,1,-3
0,-6,-2,3,2,-2,-2,2
-2,29,-1,2,2,1,0,4
-1,-5,-4,-3,-3,1,0,-2
0,-4,0,-1,-1,-2,1,-3
1,-2,-2,-1,-5,-1,1,1
0,1,-2,1,-1,-1,-2,0
1,-1,-3,-3,-5,-1,-10,-2
-2,-5,-5,-3,-1,-3,1,-2
-5,0,-1,0,-3,-4,-2,0
0,-4,-5,-1,-4,-1,-1,-1
-1,-1,-1,-2,-1,-2,-3,1
-6,-3,0,-2,-2,-3,-4,-1
-3,-1,1,-2,0,1,-4,-2
-2,2,-4,-3,-4,1,-3,-3
-2,-2,-1,-7,0,-1,0,-1
-2,-1,1,-2,-3,-2,-7,0
-2,0,0,-2,-1,-7,3,0
2,-3,-2,-5,0,0,-2,-1
-9,3,-5,4,0,-2,4,-2
-1,-2,-2,-3,0,-4,-4,-3
0,-2,0,-3,-3,-2,2,0
1,-1,-3,0,-1,-1,-1,-6
0,-21,-1,-1,0,-3,0,2
-2,4,-3,-4,-2,1,-1,-5
-1,-5,1,0,-2,-1,-4,-4
2,-2,0,-1,-3,-4,-4,-4
-1,-9,-2,-2,0,-4,-1,2
-4,0,-1,-3,-6,1,1,2
-3,-2,-5,-1,-1,-1,-1,-2
1,-5,-4,1,0,2,2,1
1,-1,3,-5,0,-2,1,1
0,-5,-1,2,3,-2,3,2
-4,0,2,-2,0,-1,-19,-9
-2,-8,2,-2,-3,-3,-4,-5
0,4,-4,-1,-3,0,8,0
-5,0,-1,-2,2,-2,2,2
3,-3,0,-1,-4,-2,-4,0
-1,-7,-3,-5,-4,1,0,-1
-5,-1,-2,-1,-1,-2,-3,-1
2,1,4,-1,-1,-1,1,-2
-3,-1,-5,0,0,-3,1,1
1,-4,-3,-3,1,-2,0,0
1,-1,0,1,-7,-1,-9,-2
-5,9,-1,-3,-5,-4,-2,-4
1,4,-6,-1,-1,1,1,-2
0,-5,-3,2,-1,0,0,-2
-7,-3,4,1,1,2,-8,-4
2,-2,-7,-5,-3,-2,-6,-4
-4,0,4,-3,-7,1,0,2
-1,-3,-2,3,-1,-1,-4,-2
-5,-4,0,-1,1,-2,2,4
-1,-2,-1,-3,-3,-4,-15,0
0,-10,-1,-2,0,-1,4,-1
-4,41,-3,-3,-8,-1,-1,-3
0,-3,-2,-6,-3,2,-1,5
-1,-6,-2,-2,-1,1,1,-2
-2,0,-1,-1,2,-7,1,-5
-2,0,-2,-4,-1,-4,6,1
-2,0,1,-1,-1,-3,-9,-3
-4,-4,1,-1,0,-2,-7,-9
-2,-1,-1,0,0,0,7,-2
-1,-2,1,0,-5,-2,-3,0
2,1,-6,0,-2,-2,-3,0
-2,-1,-2,0,-5,0,-2,-1
-2,3,-1,-6,-2,-2,-4,-3
-3,-6,1,-2,0,-4,5,-2
0,-2,-7,4,0,-2,2,-1
-2,-1,-1,-3,-1,1,-5,-2
-1,0,-2,-6,-5,0,0,-3
-4,-4,1,-4,0,-7,-4,-2
-1,-9,2,-2,1,-1,1,-1
-3,10,0,-2,-4,2,-5,1
-2,-3,-3,-1,-7,-1,3,1
1,-4,-1,1,-4,1,-7,-2
-4,-2,1,-5,-2,1,-3,-1
-1,-9,0,3,-2,-1,-5,-1
1,4,-4,-2,-1,-3,-1,0
-5,-18,3,5,0,-1,3,0
3,47,-2,-5,-1,0,-1,5
4,-1,-4,-6,-3,-2,-2,-1
-2,0,1,-5,0,-7,-2,-5
-1,-7,-3,-3,-4,-4,2,-2
3,-7,6,-2,0,2,-2,0
-2,-2,-4,-2,1,-2,-4,-4
-4,-17,-2,-2,-2,-4,-6,-1
-3,0,-1,0,-3,-1,1,-1
-2,-7,-3,-4,-3,0,0,-1
-2,-1,-1,-1,-2,-2,3,1
-1,-4,-3,1,-1,-2,-5,-5
-2,-4,-1,-5,-4,0,0,1
0,-3,-6,-2,1,0,-1,0
0,2,-6,2,2,-1,0,0
0,1,-1,-3,-2,1,0,-3
-3,-1,-3,-4,-5,2,-2,-2
-3,-2,1,-3,-2,-6,-1,-2
-2,-5,-1,-1,0,-2,-1,3
0,-1,-2,-3,0,-3,-6,-1
-3,-3,0,-2,-5,-2,-2,-2
-3,-1,-5,-2,0,-3,7,1
-2,-2,-1,-1,1,-6,-6,-6
0,-4,-3,0,-2,0,1,1
-2,-1,-4,0,0,-1,4,-1
-1,0,-5,-1,-7,0,-2,1
-2,-4,-3,-2,4,-5,-7,-2
-3,-6,-1,0,-1,-1,2,-2
3,8,0,-6,-4,-5,0,0
-5,-8,0,10,0,1,-4,-4
2,-1,2,1,-3,0,-4,1
-3,0,-3,-4,-4,-2,-5,-4
-3,-2,1,-7,-4,-2,3,-1
0,-1,-5,-1,-1,-2,4,1
1,1,-3,0,-1,-5,-3,1
-6,-4,-1,4,-1,0,0,-2
-1,-4,0,-7,-3,-3,-2,0
-2,-31,-5,-6,-1,-4,-1,-3
-1,-14,0,-3,-2,-3,-3,-4
1,-3,-2,-1,3,-2,2,4
-1,-4,1,-1,-1,0,-4,-2
-2,-6,-3,-2,-1,-2,-3,0
-3,-3,2,-3,-4,-1,-2,-1
0,-1,-3,0,-3,-1,0,-1
-6,-8,1,-1,2,0,-2,-5
0,1,-4,2,-1,1,4,2
1,2,-2,-3,-4,1,-4,-3
2,1,-5,2,-3,-6,-5,-3
-3,-3,0,1,2,-3,1,-4
-3,-5,0,0,1,0,-4,-1
-2,1,-2,1,-1,-1,2,-1
-5,-5,-5,-4,-2,0,-3,-5
3,-1,-4,0,-2,1,-4,0
-3,-8,3,-1,3,-1,0,2
-3,0,1,-5,-2,-6,-1,-3
3,-1,0,-1,-7,-1,-3,-1
-4,-3,-5,-2,0,1,0,0
-5,-3,-3,-1,0,0,-4,-3
-1,4,-4,-1,-1,-4,3,-1
-1,-9,2,1,2,0,-1,-1
0,6,-4,-2,-5,-2,0,1
-3,-1,-1,0,-4,1,-5,-1
-6,1,-2,-3,0,-1,1,-4
0,-3,-8,-2,0,-4,0,-4
2,0,0,-1,1,-2,0,-6
-1,-1,20,2,1,-4,-1,-2
3,7,-7,0,0,2,-2,0
-5,-20,-48,-12,-5,-2,-2,-5
-2,4,29,0,-5,0,-3,-1
1,4,10,1,0,-2,-1,0
4,-10,-8,-3,1,1,-3,1
-3,4,-17,-10,-5,-5,-2,-2
-4,-2,11,2,-1,-5,-2,-2
-1,-6,1,0,-4,-6,0,1
1,-2,20,0,0,1,0,-1
2,-1,-10,-5,-3,-7,-2,-5
0,2,2,2,-2,-6,-4,-4
1,1,23,8,3,0,-2,0
0,3,18,3,6,-7,1,1
-5,-6,-28,-14,-4,-1,-2,-5
-3,-2,25,1,0,-5,-1,-2
-4,-3,7,2,-1,2,-3,-1
1,7,13,6,-2,5,-1,0
-3,-10,-24,-26,-16,-2,-5,0
-2,-5,-43,5,4,-4,2,-1
-1,7,44,13,6,0,1,-2
6,7,25,23,1,-3,0,2
0,5,-33,2,2,3,-1,-3
-3,-11,26,-12,-5,-2,-8,-4
2,-17,35,17,3,-4,2,4
-6,1,-90,-33,-10,1,-6,-7
-7,-18,-19,-26,-10,-2,-5,-4
4,19,80,14,4,-6,6,3
