Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1,-5,-4,1,4,5,-1,-47
-3,1,10,32,14,11,-1,-6
0,-1,5,11,1,-3,-5,1
-1,4,9,-60,10,4,10,8
-1,-4,-13,10,-5,-1,-4,-1
-3,-8,4,-64,-12,-7,-5,-5
3,0,-9,25,7,2,2,1
-5,-2,-6,4,-5,-6,-11,-7
-2,0,-9,14,-18,-4,-4,-3
0,-4,14,10,12,1,-3,-3
1,0,-5,10,8,-3,4,11
0,5,-8,-25,-3,3,4,3
-1,-7,7,17,-1,-2,-3,-5
-5,0,3,-11,-5,-7,-9,-20
-3,-1,14,-24,-10,-2,-4,-5
2,-2,-2,-1,-3,0,1,-1
-1,-3,0,40,1,3,-1,0
2,1,0,-8,-1,2,0,3
-3,-2,-6,17,7,3,3,1
-2,3,-7,-16,-5,-8,-13,-4
-4,0,1,-17,-16,-6,5,-4
-7,2,8,-10,-22,-10,-7,-5
0,1,1,10,14,10,4,-1
0,-2,-8,-6,14,6,-1,-4
-2,-7,-14,-48,1,-5,-2,-2
2,2,13,30,6,0,0,3
-3,0,-2,18,-6,-4,-2,1
3,5,9,-12,-3,-1,-2,0
-2,4,-10,4,4,3,2,0
1,-2,7,18,-5,-3,-15,-6
-2,-1,-7,-5,-18,-11,-9,-5
-8,-4,2,-10,13,-4,-16,-27
3,2,-10,-3,-5,2,-2,1
-5,-11,-1,-16,0,1,-2,1
0,4,15,-16,-7,-1,0,2
0,2,1,3,-1,-2,4,3
0,-2,-10,-1,-11,-7,-2,1
-1,-1,14,15,-9,-5,0,2
2,-3,3,-6,-9,2,-2,-2
-4,-1,2,7,-1,-2,-6,-13
2,3,-4,-14,-2,-1,-4,-4
3,1,0,6,9,-3,0,-2
-3,-2,7,-13,-15,-6,-3,3
-1,-1,-2,15,7,2,1,2
-1,-5,-5,14,8,-2,0,-1
-8,-7,-14,0,-14,-2,-2,-3
0,-1,11,-13,-27,-8,-1,-5
-6,-4,-15,33,33,2,0,-2
1,3,-14,-7,-9,-10,-6,-4
-8,-2,-6,-10,-27,-9,-8,-3
-5,-4,3,-1,4,-1,-2,-6
-1,1,0,5,19,7,5,-4
-1,14,17,38,-12,-8,2,3
-8,-11,-4,-52,7,2,-2,-8
-2,-5,-1,10,22,4,-2,2
-4,-10,-9,-23,-24,-14,-7,-4
0,2,-8,-30,0,-1,-2,-7
-3,-3,-9,28,-14,2,-1,-7
5,5,7,-16,25,13,3,5
1,0,-4,-52,0,0,-3,-8
-1,-1,3,70,-5,-4,-2,6
-3,-2,-13,-49,-6,-3,2,-1
4,-1,4,-12,-12,-2,5,6
-1,-6,1,6,4,-4,-2,-1
1,-2,2,-3,-9,-7,-8,-5
-9,0,1,-57,-23,-9,-9,-2
-8,-4,-1,93,34,4,-2,-5
-1,-5,1,12,-5,-4,-2,-6
2,1,-3,2,6,1,4,-1
-2,-2,2,-28,-5,-3,2,6
-1,0,-3,13,-4,-2,-4,-10
-1,1,5,-28,-15,0,-5,-4
-4,-1,-8,42,10,2,-3,1
0,1,1,-13,-3,-1,5,9
0,1,1,0,-3,0,5,4
-3,-4,4,8,10,4,0,-13
2,-4,-7,3,-4,1,-8,-14
-4,-2,1,-36,-28,-11,-8,-1
6,3,-2,51,25,6,3,5
-9,-9,-6,-18,-4,-9,-7,-2
-4,-2,1,37,13,2,2,6
1,2,1,-76,-2,-1,1,0
-5,-1,0,107,3,5,5,-1
-6,-2,1,6,-4,0,-4,-7
-3,-4,-6,-56,4,1,-2,-1
-1,-3,-1,-7,-9,-4,-4,-4
0,-1,-17,6,13,5,3,3
-5,-5,-5,-38,-15,-8,-2,-6
-3,-2,0,11,-13,0,2,1
-2,-2,1,-10,-22,-7,-1,0
-1,-1,8,70,42,4,0,0
-4,0,-6,-45,-2,1,0,-3
-5,1,-3,-5,-12,-9,-9,-8
3,0,7,2,6,-1,3,1
3,1,-1,-27,-6,-1,6,14
-3,-2,0,26,-7,-2,0,3
-1,1,-4,21,1,3,-5,-17
0,-3,-5,9,7,0,-7,-13
1,-4,-6,-35,-4,0,-5,0
-1,-6,0,-3,3,-2,-1,1
1,-1,4,4,-4,-1,1,3
1,-1,-6,-8,-9,-6,0,0
-2,-6,-8,-23,-10,-6,-2,0
-2,-4,-1,12,0,-5,-2,-5
2,0,-3,-5,7,2,0,-1
1,5,5,-4,1,1,0,0
-1,2,0,-17,-9,1,0,-3
-2,-3,-1,29,7,3,-5,-1
-5,-3,-7,-3,12,0,0,-2
-9,-7,-5,-10,-9,-8,-7,5
-7,-5,0,50,-6,-11,-12,-13
2,2,-3,-43,-3,-1,1,-5
2,1,-4,-16,-1,-5,4,6
-4,-3,-1,-48,-13,-5,1,8
-4,-4,5,23,-10,-1,-2,-14
-1,-5,-4,27,18,2,-5,-12
1,-2,-19,-14,-5,-7,-11,-6
-2,0,6,-3,-13,-10,-3,-1
0,-2,11,52,5,2,1,5
-3,0,-25,-21,-6,5,4,5
1,-1,-1,-54,18,7,-1,0
2,0,9,-20,-13,-1,0,-2
-3,0,-5,-11,-1,-1,-2,0
0,-1,4,-11,-8,-5,-8,-4
-3,-8,-7,78,-5,0,4,-2
-1,-5,0,-26,0,-6,-3,-2
0,2,5,3,-17,-7,-5,0
-2,-5,-11,25,21,2,-2,-5
-1,-7,-5,-1,-4,1,-1,-1
2,0,8,-39,1,2,1,1
1,-2,7,30,2,-4,-1,-1
-4,-4,-12,-6,-7,-1,0,-6
0,-3,-5,-9,-3,3,-2,3
-4,2,7,-5,-3,-1,0,12
-1,0,2,9,-3,-2,1,5
1,-7,-4,-13,-12,-5,1,-9
-2,-2,-4,24,-4,0,-11,-22
2,4,0,-16,11,1,-1,-4
-1,-2,-6,-21,2,-5,-3,-4
-4,-1,-5,-9,-2,-4,5,3
0,-1,-3,20,3,2,2,0
0,2,2,26,-7,1,2,3
-1,3,10,-14,1,-4,-5,2
-7,-9,-5,87,28,8,2,-1
-1,-3,-7,-10,1,-2,0,2
0,-5,-1,-7,-4,-2,-1,2
-1,-2,3,3,-4,0,2,-5
-2,-5,-13,-90,-28,-8,-3,1
-1,1,1,31,-7,-5,-5,2
-2,0,6,39,27,7,-2,4
1,0,-1,-35,6,5,5,1
-4,-4,-7,0,-9,-2,-1,-5
-2,2,1,-9,-4,-3,-6,-11
1,4,0,-4,0,-4,0,2
3,-1,0,-18,-16,3,3,6
0,1,4,28,21,2,-6,-2
-4,-6,-3,10,6,1,-3,-10
-6,2,4,2,-4,-7,-4,-7
1,1,-1,-13,-6,1,5,8
1,-5,-5,-6,3,1,2,1
-3,-2,-8,-1,-7,-9,-4,-8
-2,0,3,-46,-15,-10,-7,-1
4,1,2,82,1,-2,-4,-3
-4,0,-4,-36,5,4,-1,0
-1,1,8,-9,-33,-6,1,3
-1,-9,-13,29,45,10,1,0
-6,-5,-11,-21,3,-1,-4,-5
1,4,-1,-9,-6,-3,3,3
1,-4,-1,-5,-12,-4,0,7
-4,1,-1,-4,-6,-2,-8,-22
-1,1,9,7,-5,1,-2,-6
0,1,6,-14,-4,0,2,-6
-3,-5,-20,-14,-1,2,-3,-3
-1,1,-6,41,1,2,1,-2
-1,-4,10,-41,-11,-1,0,3
-4,-7,-10,73,24,4,0,1
-3,-5,-1,-24,0,-3,-8,-8
-2,3,3,-30,-9,-4,-4,1
-1,1,6,12,-5,0,-2,-1
-3,-2,7,17,7,5,7,10
-4,-8,-13,-39,-18,-6,-1,-1
-3,-2,-12,15,-6,-6,-8,-17
5,-3,-5,-10,1,-2,-7,-7
1,3,-4,-39,0,-2,-7,-5
0,3,0,9,-7,0,-6,0
-3,-5,-1,-5,1,0,4,4
0,-2,0,14,-9,-2,3,19
-8,-7,-2,-3,1,-7,-12,-21
-6,-2,1,7,5,1,-8,-15
-4,0,-2,2,-1,-1,-2,-2
1,2,-1,-25,-5,1,3,5
-1,2,1,32,7,1,4,-2
0,-2,0,-7,-18,-3,-2,0
-6,-3,-8,27,2,-2,2,-1
4,2,-7,-43,9,3,3,5
-1,-8,-5,40,3,-2,5,7
0,1,3,-86,-11,-5,0,1
-7,-6,-2,46,-4,-10,-20,-19
0,-1,-15,-59,6,0,-5,-1
0,3,8,-2,-5,1,1,1
1,-1,2,-7,-22,-5,1,1
1,2,7,-27,2,-2,1,3
1,-5,-4,66,-3,4,3,2
-3,1,-3,-18,13,4,2,3
-2,-7,-2,-8,-9,-5,-3,-6
-4,0,2,-29,-20,-9,-4,-3
5,0,2,18,-10,-4,4,12
0,-4,-9,11,27,2,-2,0
0,5,1,-11,-1,0,-9,-35
0,-9,-2,-23,-11,0,-2,-1
3,-2,2,5,-1,1,-4,4
2,4,-3,-11,-4,-6,2,2
1,1,-5,-37,-13,-9,-2,4
-8,-8,-10,6,1,-5,-5,-5
-5,-2,-2,21,0,-3,-3,0
-6,-3,-6,-19,-1,0,-3,-3
-1,-4,4,0,2,1,1,-4
-3,6,4,2,-3,0,2,-2
4,-3,2,-2,0,2,1,7
2,0,0,6,0,-3,-2,0
-5,-4,2,-2,-3,-4,-9,-16
-3,3,3,-9,-7,-4,-2,-13
-6,-11,2,12,-1,-3,1,-2
1,0,-1,-5,2,-3,0,2
-1,0,-2,6,7,1,-3,2
-2,-2,1,2,3,1,-2,1
1,1,0,13,-2,2,1,10
-2,-9,-16,-19,-3,-7,-4,-1
-4,2,2,-9,-16,-2,-1,-11
3,-4,0,0,11,-3,-6,-3
1,-9,-13,45,34,8,8,-6
10,12,3,11,28,6,6,10
-6,-4,-1,-62,-15,-6,-7,-2
-5,-3,0,22,-13,-8,-12,-10
-5,-1,2,11,2,-3,-6,-2
-1,3,-7,-35,-8,-2,1,2
-1,-9,-10,3,1,-1,6,2
5,2,1,13,-10,0,7,7
5,1,7,25,2,1,3,4
0,0,-5,-38,6,2,-8,-11
-10,-9,-9,6,-8,-8,-14,-23
0,-1,2,-3,12,2,0,3
-2,-4,0,10,0,-3,-1,3
2,0,3,-1,-5,0,2,5
-1,-1,0,-1,-2,-4,-1,0
4,0,-1,-2,-2,-1,2,1
0,2,3,3,-2,-1,2,0
1,1,2,18,-4,1,5,8
1,-5,-7,-23,4,0,4,6
-5,-5,0,7,-1,-1,-5,-10
-1,-3,-9,-18,-11,-11,-17,-17
-5,-5,-6,8,-6,-10,-12,-5
-2,3,3,0,-4,-2,-2,0
-7,-1,2,-17,0,3,3,0
-1,2,0,23,-2,0,0,0
3,3,-2,-12,9,4,4,7
0,-4,-5,-30,-11,-3,1,1
1,-2,7,34,1,-2,1,4
0,1,-1,0,-14,0,3,3
2,-4,-2,13,31,0,-1,0
-2,-6,-11,-20,5,-4,-2,-3
0,-3,-7,-18,-5,0,-4,-8
-4,-2,-4,-35,-13,-7,-9,-9
-5,-2,2,26,-5,-3,-5,-1
2,-2,1,4,-4,-1,-1,2
0,4,0,-5,-6,-3,-1,-1
2,3,-1,-89,-31,-8,0,0
-7,-14,4,114,-8,-5,-4,-3
0,-1,0,71,67,18,5,0
3,4,-7,-11,8,5,7,8
-1,1,-5,-18,-6,-2,5,12
-6,-4,3,-18,-21,-9,-11,-16
-2,2,9,-6,-5,-9,-13,-23
-2,0,0,5,-10,-1,-5,-5
-6,-2,-1,-20,-7,-1,-3,-1
-11,-9,-11,15,2,-7,-9,-6
0,-2,1,7,5,2,5,6
1,-2,-1,23,-1,-1,5,12
1,-1,3,-34,5,4,4,5
-10,-5,-6,-7,-7,-8,-10,-12
-1,3,5,-6,-2,-2,-4,-5
1,-1,-6,9,1,0,-2,-1
-1,1,1,5,-1,1,3,-4
2,6,-3,-7,2,1,3,4
-6,1,-2,-3,-3,-1,-3,-5
-8,-6,-4,-23,-2,-4,-1,-5
2,0,2,-16,-24,-8,-5,1
-4,-6,-3,71,42,8,0,1
-3,0,3,-1,5,1,-2,0
-2,-2,2,-14,-9,2,1,0
0,3,-1,-22,-7,1,2,-3
0,0,-6,-85,-16,-5,1,-4
-4,-5,0,83,-25,-6,-5,-10
-4,-4,-6,1,42,12,5,3
-3,-5,-4,-3,-3,-5,-8,-6
-2,1,2,-13,-5,-3,-5,0
-1,-4,-1,-13,-14,-1,3,-8
-3,-3,2,8,-14,-3,2,0
-2,2,-2,-3,14,-1,-6,-1
-5,-2,0,-5,8,0,-5,0
-1,1,-7,-4,-7,-2,2,6
-3,-1,3,-22,-15,-7,-4,-3
0,-4,-3,14,-7,-5,-10,-7
-1,3,3,-35,6,6,-2,-3
-3,-1,-2,-4,-5,-1,-2,0
-4,-1,2,4,3,2,4,-5
1,-2,12,35,8,4,8,21
-2,-3,-15,-11,-10,-2,-2,-12
-4,-1,-16,-44,-10,-8,-12,-14
-4,-2,0,8,-2,-1,-9,-2
-2,0,4,11,1,-2,1,0
-2,-2,2,-2,0,-4,3,0
-1,-2,4,11,3,0,0,3
2,1,-3,0,-3,-1,5,1
-3,-1,-6,-19,-2,-1,2,-1
-2,-5,-5,-8,-6,-4,-4,0
0,-2,1,37,-16,-5,-3,0
