Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-5,-24,-9,18,3,-5,3,-8
-4,56,5,-23,-5,-2,-8,-8
9,7,6,17,10,-1,-2,-2
2,-21,-6,-4,-7,-6,-10,-6
-16,46,23,-8,-6,1,4,1
-17,-21,-12,-13,-32,-9,15,11
-14,-12,-26,-6,28,10,-6,0
-14,-48,-15,-11,-4,-1,-13,-27
14,40,12,1,-1,-3,2,-2
-16,-67,-11,-4,-11,-4,-1,-1
4,0,-11,-45,-26,-6,2,8
8,-10,28,33,-17,-6,0,2
2,4,9,8,2,0,0,3
2,-3,-5,-7,-9,-4,1,-5
-2,-13,-14,-6,-18,-8,1,22
4,7,16,-10,-19,-6,0,0
3,-36,-17,46,14,-4,1,2
17,32,19,29,5,7,8,9
-16,-23,-23,-24,-5,-3,-1,-1
7,31,0,-30,2,5,11,14
-3,-9,-5,-16,-15,-9,1,-1
0,5,9,2,-24,-17,-14,-22
6,64,2,-33,-21,-6,1,3
7,4,2,10,-9,-11,-24,-13
-11,-30,-33,-26,22,6,3,-1
23,32,21,20,-4,-8,-2,-3
5,-9,0,7,-20,-9,-3,1
6,4,-11,-18,14,6,6,4
-32,-20,6,1,5,6,12,3
-8,-1,-6,-9,9,1,-1,-11
6,17,3,-15,-7,-5,3,5
3,-2,-1,-16,-14,-5,-1,2
15,15,10,18,-15,-7,-2,4
-15,-25,-3,-14,-3,-1,2,-4
-15,-3,2,8,12,3,-1,-6
4,15,-2,5,17,7,4,2
5,20,-4,-23,-4,3,1,0
14,-3,-19,-26,-25,-16,-7,-6
2,-7,-36,-48,16,9,7,1
25,8,1,-14,-16,-3,1,8
4,-8,-4,-1,-25,-2,21,27
-7,-26,5,21,19,0,-10,-19
28,8,-12,3,8,-1,-16,-22
0,-3,7,-2,0,0,2,2
-2,11,-4,-13,-10,1,4,2
-7,-13,-4,-7,-8,-8,-5,-2
1,19,-1,1,-3,-1,-2,-1
-8,-28,6,22,5,-6,-8,-3
9,10,-3,-1,19,12,10,12
31,-17,-12,-15,-7,-6,3,5
-11,33,17,-15,-13,-2,-3,1
-18,17,4,43,21,0,4,-9
20,-41,-18,-19,-9,-6,-6,7
-3,54,38,-12,-39,-9,-3,4
-13,-25,-25,6,33,3,-11,-13
15,13,-38,-56,13,14,14,11
15,-8,-4,-20,-26,-10,-10,-4
-5,-12,1,1,0,0,-1,3
-5,3,22,6,-63,-13,-5,-3
-5,-21,0,81,59,9,2,-5
32,-14,-24,-20,-8,5,4,4
-25,-31,8,-5,1,-6,-2,-7
-1,20,17,33,-9,-5,-1,4
8,26,-18,-43,-19,-11,-6,2
16,-8,-2,-3,-6,-4,-3,1
14,17,-9,-10,-10,-3,-8,-4
-44,-34,-2,0,-9,-4,-2,-5
-2,-10,7,8,-10,1,7,3
15,-25,8,14,7,1,-5,-8
16,51,2,-7,2,0,-1,-1
-16,-34,-1,-7,-4,-4,2,0
-8,-24,-4,2,-3,0,-9,-4
6,13,1,-1,-4,-3,-4,-6
20,19,3,-14,-14,-7,-4,1
-6,-14,11,-36,-40,-11,0,1
-52,-37,-11,35,19,6,-2,-12
1,-25,-26,4,62,21,12,3
5,82,29,-5,-22,-8,0,6
-4,-36,9,34,13,3,4,-4
5,15,-27,-39,-7,-1,0,-1
1,-10,3,2,-13,-5,1,5
4,9,8,-7,-26,-2,2,8
-6,-5,4,20,15,-4,-13,-9
9,-11,-10,-21,-13,-5,3,5
-8,3,12,-3,-44,-16,-9,-4
-17,53,67,92,70,14,-4,-26
-14,-27,-29,-31,-2,2,-6,-9
-28,-7,-10,-16,-15,-2,4,2
4,25,6,-2,-17,-12,-3,-2
-20,-1,-7,4,10,4,4,-1
15,15,-11,-13,-4,-3,2,4
15,11,-4,-29,-12,-6,-4,2
-16,-57,-22,-17,-12,-2,-3,-7
7,-17,-8,-6,-9,-8,-8,0
3,26,4,-5,-11,-5,-2,-7
6,39,3,-2,-5,-6,2,3
-9,-54,-16,19,7,0,-3,-13
-17,-26,-13,-35,-12,-1,-8,-11
-3,-4,2,13,9,4,0,1
3,5,-11,-40,-33,-9,11,17
2,12,18,22,11,5,-1,-6
-21,-61,-29,68,53,10,-24,-34
18,-7,0,-15,-20,-14,-12,-4
-3,18,1,-1,11,1,3,4
-2,-2,-9,-18,-13,-5,8,9
-2,-37,-2,10,-31,-13,-9,-13
9,-18,-19,-63,-18,-1,-4,0
1,25,0,26,35,14,6,6
-7,-35,-8,-43,-56,-15,-4,-3
-12,-10,0,108,54,-7,-13,-12
-2,-12,-30,-49,26,16,9,5
8,6,-7,-14,-21,-10,3,-1
27,22,4,21,-31,-15,7,11
-48,-37,0,-21,-4,-2,-17,-15
6,-11,-16,-41,-1,2,-6,-10
5,6,9,8,-7,1,4,6
27,6,-20,-1,-13,-15,4,8
-25,5,3,16,-8,-9,-2,5
-16,-15,10,1,14,3,-16,-36
7,-4,-11,-18,16,14,10,9
1,-47,-15,-8,3,-6,-5,-4
6,107,31,-18,-17,-5,-3,-2
-1,-12,-6,20,7,-3,4,5
10,5,5,-54,-40,-5,3,4
-14,-23,18,53,8,-3,-12,-8
11,7,-43,-36,52,21,7,5
4,3,3,-18,-11,-1,2,4
-14,35,15,2,14,3,-1,2
-5,-23,-21,-3,-5,3,15,5
-1,-37,0,28,-9,-8,-7,8
-5,23,19,-26,-21,-14,-19,-16
12,25,-22,-85,-29,-1,4,0
3,7,8,10,8,5,7,4
-3,15,19,68,38,17,8,1
7,13,11,6,-8,-1,12,18
-7,-54,-28,12,0,-6,13,27
-14,-1,-8,-17,-24,-13,-28,-34
-21,7,-22,-6,11,-8,-40,-54
15,-2,-1,-4,-9,-4,0,3
0,26,5,-9,-9,-1,5,6
-30,-32,-9,-17,-25,-9,-3,-5
-18,-33,-3,7,7,4,5,3
1,57,9,-4,-10,-9,-4,-4
-7,-24,4,7,6,8,9,3
10,-13,-23,-38,-4,5,2,5
-1,-8,-14,-6,6,1,-1,-1
-2,-8,5,-19,-29,-9,-4,-5
9,1,1,29,9,-6,-6,-2
-15,-36,-21,0,9,4,1,-4
11,82,11,-3,0,-1,-1,2
1,20,28,28,-33,-18,-11,0
-12,-17,-14,-43,-13,-5,-3,-6
-5,-21,-10,5,35,14,4,-1
-1,-16,-22,-28,-6,0,4,0
-5,9,18,24,9,-2,-5,-7
11,-15,-13,-11,-7,-1,4,4
1,25,11,1,-19,-5,1,2
-6,-1,9,24,-7,-5,4,8
-54,-6,11,20,17,0,-21,-18
4,5,-2,-7,4,4,-8,-21
22,26,2,-22,-20,-8,-5,0
4,-41,-3,22,1,3,14,17
3,29,3,10,7,3,-11,-11
-29,-24,6,11,16,-6,-19,-18
11,33,3,19,5,5,0,7
-32,23,11,-46,-10,2,2,-8
-23,-15,11,20,5,3,0,-5
-10,6,9,15,24,9,3,4
18,-7,0,-11,-12,-4,1,5
-5,-15,1,19,-10,-7,-4,-4
-18,8,-5,-18,-30,-21,-14,-13
-23,-61,-19,-13,20,5,7,5
-8,-11,-20,5,4,5,2,0
9,-10,-5,-26,-19,-2,-2,-2
2,5,4,8,-6,-3,-1,-5
6,-9,-11,-17,-2,-1,-2,2
6,43,29,20,-8,-6,0,5
6,-5,14,23,18,8,13,5
0,-18,-17,-25,8,7,19,13
2,17,13,3,0,-4,-26,-12
1,-25,-13,-11,-15,-10,-15,-13
11,0,1,-10,-26,-12,-4,-2
-21,-16,-35,-27,22,10,3,-2
4,2,0,6,11,9,15,16
8,-5,0,-18,-16,-5,4,2
6,5,5,3,-11,-7,-15,-8
-1,2,-11,-24,-25,-9,-4,-2
-4,-25,-1,37,13,-3,-3,-2
31,-11,-5,-33,-21,-1,1,11
-54,-35,-2,58,38,9,1,-16
-20,-27,-26,-30,22,7,-1,-3
2,-2,-6,-25,-21,-9,-4,-4
-9,34,33,41,-19,-8,-1,1
10,10,-17,-36,-5,-5,-1,5
-4,-53,-13,22,13,10,3,-5
2,43,-3,9,16,6,-7,-11
-10,-45,0,-4,-18,-8,-7,-2
-12,-58,-8,3,6,-2,-2,-4
-5,28,-6,16,4,-2,-1,0
13,12,9,-4,-7,1,2,11
