Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-8,-28,3,-6,-2,-3,-57,-78
47,3,-70,-81,-74,42,122,127
-17,-1,36,-33,-128,-37,-2,-75
2,1,3,36,127,48,3,27
17,10,80,26,80,-20,-16,-27
-27,6,-128,-21,-33,6,83,59
-52,-41,-18,-15,-1,79,44,-88
71,44,56,62,29,-110,-128,-34
22,-32,-109,-128,85,-25,-62,-16
-23,-24,31,127,102,4,33,45
-19,-10,-72,-95,84,63,127,-20
17,27,-86,91,-128,-20,-128,-91
8,-39,-27,60,71,24,26,66
-45,-31,-128,-64,-32,-33,-22,-82
-47,-35,-96,-124,-128,-54,23,-11
51,42,-8,127,127,113,-76,47
8,-33,17,-53,-32,27,-51,55
-25,26,-61,-26,-128,-102,-17,-47
20,34,91,-13,48,20,23,18
12,25,4,21,-54,64,37,-8
64,-21,-13,-57,-50,82,31,127
-84,-50,-64,-44,88,-66,39,-128
36,45,47,28,57,-90,11,109
-11,21,34,93,127,63,19,-9
-21,-35,-54,-118,19,4,-31,-128
-19,-17,-101,111,-42,-44,40,50
88,37,127,127,-29,68,-33,121
-1,7,-16,59,127,71,-12,-45
-40,-32,89,-10,34,32,-17,-73
-34,-12,-93,-60,21,5,-58,-81
-80,-42,-47,-35,-22,-16,127,-128
50,-11,-28,51,-128,25,-22,29
113,29,-46,17,26,-3,-49,127
-6,42,127,-3,-17,-21,-36,-92
-1,14,3,-36,10,15,39,-31
-22,-40,-98,-54,-53,1,76,-19
58,10,-35,19,70,8,-31,8
-21,-41,-128,-128,-128,-114,-26,-40
-9,2,127,127,127,85,33,45
47,120,127,-13,32,11,3,28
36,9,-119,-55,-12,7,32,55
-21,-55,-79,-113,-3,-40,-55,-119
-15,-30,-128,-17,-128,11,127,7
-6,26,127,54,127,108,29,127
69,14,-87,-57,-128,-59,-128,90
-53,-13,-105,85,-128,-7,80,-87
-7,44,127,-13,18,31,127,-37
57,-6,-77,-17,-45,23,-97,127
-29,-22,-128,-128,117,-84,-128,-30
-62,-78,127,51,-128,-40,17,-128
4,20,-106,24,-128,0,61,100
-30,24,126,18,127,33,29,-63
-50,-100,-102,-55,-128,-69,-39,25
-61,-28,-128,-22,127,25,-128,-128
127,116,127,127,127,42,46,127
-16,-26,-44,28,-128,2,18,-3
-74,-16,16,-115,105,-59,24,-47
-17,32,4,-28,-128,-23,-31,-128
74,43,23,75,127,79,37,96
6,-52,-40,-79,47,-91,-2,76
-68,0,-104,-107,16,-91,-128,-4
-4,-65,77,127,127,125,-48,-105
40,44,-64,6,-52,1,9,127
-15,14,-75,-42,-128,-20,-12,-105
47,29,127,13,-20,77,127,90
-31,-27,-103,-40,-33,-42,-128,33
-52,19,121,-128,-39,-73,15,-128
103,4,-32,127,22,29,-24,127
-12,-30,-78,-24,111,60,-30,14
-66,-62,-16,-110,-52,-68,-9,-95
-82,-20,-91,91,62,37,127,-51
127,102,127,20,18,-128,-128,127
59,17,-41,-21,-24,-30,-6,111
-63,-43,-24,-2,127,48,59,-62
-14,-106,-128,-98,-128,-52,-33,40
4,117,-22,127,127,109,49,-19
15,21,101,23,-93,42,39,-10
4,-51,-29,-73,8,-2,35,3
-7,16,-24,-35,3,-49,-83,-68
1,-25,-86,-128,-42,-44,13,12
-41,-40,-114,26,-128,-32,19,-38
29,50,127,127,127,127,127,35
25,23,-33,-92,-10,-29,-1,-15
-6,-15,9,-76,-45,-117,-123,-44
-71,-39,-128,-74,86,-15,-9,21
-105,-33,127,17,73,-26,119,-128
127,30,-64,3,-128,21,6,127
127,83,127,125,-14,51,2,127
-56,-36,-113,-41,-9,71,15,-74
-128,-16,-48,-22,21,-7,-31,-128
-10,-2,-102,-55,-53,-27,-87,-85
57,-9,127,62,127,-32,81,45
42,16,-87,-14,-22,11,16,110
-41,30,127,55,89,29,67,-128
-52,-50,-100,-106,63,-48,-103,-46
9,23,126,91,-128,28,106,127
19,68,3,12,-123,6,9,29
-13,-38,-18,9,95,-12,-55,-59
-40,-73,-92,-43,50,-40,-25,-128
70,-26,-128,-26,-128,14,45,38
39,71,127,119,29,33,-3,127
-14,27,73,62,127,26,-4,-30
-7,10,-62,-39,1,-2,-31,-43
-38,-107,-128,-128,56,-51,-3,-52
-65,1,127,-57,-59,-99,-83,-73
79,105,-49,127,0,75,64,56
-14,-28,-66,28,103,31,-40,-77
-79,-91,-128,-117,101,59,99,-19
56,-54,127,-90,-128,-128,-127,-32
49,43,-29,-13,115,-68,27,127
-16,35,60,67,95,38,40,-45
-59,-16,7,3,2,76,123,19
-26,-15,3,-9,-36,-58,-128,0
24,16,-37,-54,-88,6,50,-32
81,26,-7,37,-39,2,-14,127
-51,-66,-80,-46,4,-26,-9,-90
1,-29,52,-38,-13,-24,11,-27
78,93,3,50,75,84,-3,-81
-21,-10,-69,-46,5,-25,16,127
-22,-14,16,50,127,63,40,-2
-17,-9,-16,-49,-128,-73,-2,-10
-14,0,31,123,23,40,-2,-2
-26,2,39,-50,-128,-19,-28,-47
-46,-26,38,7,125,16,-8,-70
-46,-104,-14,-128,58,-62,-22,-106
27,32,29,127,127,47,-33,80
72,62,127,127,127,127,47,127
-2,19,-74,-73,-36,-74,-15,-48
-70,-106,-128,-108,1,41,-29,-31
22,46,127,-8,-46,-128,-83,-38
32,42,47,78,65,12,26,43
-22,13,-38,-89,127,-10,18,-82
-80,-41,-77,-23,-41,127,45,13
72,-4,-27,-10,-128,-56,-128,-93
111,50,-36,33,12,-63,-39,127
-3,-48,33,-9,-22,-20,60,-29
-44,-19,-61,-27,6,38,-19,-6
-3,-12,-55,-37,31,-44,-8,118
-84,-71,-6,5,47,-1,0,-29
111,107,117,18,-128,25,68,-56
47,-8,-14,17,-61,67,127,29
-14,11,15,-17,48,31,-37,86
-38,30,-25,-128,127,-128,-128,-102
-32,-21,56,124,-27,105,71,-43
26,3,43,125,-34,52,43,14
-13,-11,-127,-128,-4,-48,-29,-28
-16,-27,42,127,123,67,95,-18
0,22,127,91,7,47,40,-3
-24,41,127,-10,127,-77,-128,-44
-39,-61,-128,-43,-128,-50,59,-8
41,44,-60,82,127,29,72,49
-26,-50,-14,-41,-19,93,-54,-68
33,-43,91,-58,-66,-128,-31,27
-4,44,6,-95,-128,-15,5,19
-72,-18,30,15,-56,-26,36,-122
82,-23,-43,-52,-35,-128,22,-109
126,56,-44,-18,-10,40,-36,127
-32,-26,3,4,32,-45,-71,-44
-109,1,-29,-8,-41,50,117,-128
55,127,127,72,48,13,-128,-15
-56,-38,-78,-36,-20,-108,0,1
88,-43,-40,-2,-19,61,56,127
39,-28,-56,-57,-4,6,82,114
-5,-6,-10,83,26,33,43,36
-20,-22,14,19,89,-22,-52,-19
-34,-17,-36,-128,-128,-57,1,-50
-30,26,-72,27,83,38,4,-45
-29,-4,126,-33,44,-19,-15,-17
28,9,32,35,106,-34,-3,-27
25,-4,-68,13,-128,48,49,119
-42,-103,27,4,79,15,-31,-60
-15,11,27,-60,85,18,-19,-72
58,60,-98,11,-128,39,15,-7
-1,18,52,0,-1,-72,18,27
-57,-31,-91,-51,18,-10,-8,-86
-15,-43,-111,-34,-128,-4,-61,-19
-33,-8,71,40,62,78,42,-31
10,-65,-79,-128,-77,-115,23,16
127,127,127,127,127,24,-128,127
-69,-32,4,-22,-35,1,-18,13
-13,-6,-128,-30,39,-28,-87,-34
-57,-37,83,-38,-25,-36,-30,-58
-49,9,-88,23,-28,23,-47,-128
34,20,-38,-57,17,-6,120,18
10,-46,-25,-51,-128,-43,-25,127
45,45,90,116,65,53,-1,-33
23,74,15,1,3,15,22,48
-46,-19,-4,-94,30,-57,-46,-65
-24,-53,-31,71,-128,15,13,-46
-31,-39,1,-109,127,-18,-61,-42
42,20,-63,127,49,101,71,-84
-1,5,-12,-16,-16,-24,-26,37
16,16,-70,-128,55,6,-1,76
-13,6,104,127,-128,53,67,-3
-3,22,-103,-79,-13,45,-49,-29
-29,-19,12,-49,11,-48,-22,-54
-1,-19,-60,-71,-41,-101,-60,-71
-9,-27,-62,16,127,127,46,21
21,23,29,24,2,-66,54,7
31,50,127,27,-31,-7,23,13
19,4,-28,-23,-55,3,-41,-32
-21,19,-5,7,-47,64,-47,86
-55,-53,-84,-95,37,-128,-49,-56
14,4,26,126,127,66,127,-128
46,-45,-54,-4,36,9,-9,127
-36,17,121,-17,-22,-15,-128,94
9,34,-13,-6,-38,-42,-72,-128
57,-41,-117,-11,98,22,55,127
-5,4,65,-85,30,35,57,22
-26,53,28,62,-2,12,13,-115
-8,2,83,76,127,60,55,22
-14,-35,-52,1,-73,-1,7,42
-34,-67,-128,-128,-128,-54,-59,-40
-19,44,127,127,127,113,-6,-42
-15,-40,-36,40,26,20,42,-128
44,41,-57,-60,34,-48,45,127
42,42,-29,-117,-70,-22,-51,113
-6,11,39,68,122,34,-22,-37
1,-24,-59,16,92,-11,4,26
-42,-42,-25,-36,17,-11,-5,-47
-47,-50,-43,-93,-20,-23,-18,-42
3,-37,15,-60,47,-33,-38,-42
-30,7,-28,31,-26,-17,-7,-80
32,-17,63,95,35,87,127,89
-23,21,33,23,-79,-91,-103,-39
-21,8,-128,8,50,127,110,-24
105,38,127,2,38,-42,-108,47
-17,-1,-96,-2,5,-40,-30,77
-1,3,48,11,-20,4,-128,-44
-46,-53,-6,-51,68,-13,15,-26
43,65,-41,18,-55,18,28,38
31,69,87,64,96,127,59,23
-26,-70,-37,-29,71,-95,-58,-18
33,-19,-46,-45,-128,-17,-35,-16
-38,-18,-128,-128,-128,-39,-6,-73
-5,44,31,127,127,74,2,7
-5,-3,37,-48,-128,-79,-18,-18
-14,0,93,-19,127,48,0,-111
45,15,-128,76,77,28,6,127
-60,-56,-60,-128,-128,-69,-28,-23
9,-20,127,46,127,-32,-7,-34
-1,9,-9,25,127,30,22,-22
-4,-3,-56,-26,-128,-21,-10,28
-10,31,5,9,112,0,-14,-10
-47,-14,-39,-45,-75,-21,0,-27
-33,-106,-128,-52,-65,3,-22,-128
127,105,127,-7,-128,-73,1,127
11,47,-6,1,-27,-33,-3,-73
-15,-29,-31,-17,-51,-20,-11,-83
-60,-53,-109,-14,-36,4,-63,-57
-120,-78,-56,-30,-15,15,37,-128
113,21,42,-6,-53,15,-22,111
103,127,35,3,27,-2,-1,127
20,-7,-4,-47,-121,-43,-30,-23
-1,10,-53,76,127,48,35,6
-68,-19,112,-7,-25,-31,18,-85
-21,-33,-61,3,51,30,14,-90
-1,-36,-67,-59,-128,51,71,127
24,-30,113,53,83,-51,-128,-31
30,73,0,-76,32,0,40,32
-20,-33,-4,51,38,43,9,-15
-25,35,12,68,127,24,-5,-35
-30,-32,-19,-128,-128,-119,-45,-31
45,-8,-128,127,127,127,71,-28
33,31,127,127,127,127,52,126
-8,-2,-6,-67,-104,40,-18,-1
-29,-76,-55,-45,-69,-57,-33,-56
-10,18,6,-16,-10,-11,-10,-24
-25,25,-72,-21,-26,-49,-22,-124
-14,-45,13,-51,90,-10,-14,123
44,-3,-57,-101,-128,-41,-41,-128
71,127,76,127,127,32,5,127
-57,-104,14,16,77,127,87,-56
-12,-54,-87,-55,25,-128,10,-15
-38,-47,-5,-63,-90,-105,-101,70
-44,-27,57,37,50,15,25,-101
16,12,-49,-2,-91,8,43,17
48,36,61,1,-26,15,-29,51
-3,9,-67,12,70,14,1,-13
7,-60,27,-2,24,-18,19,16
-24,5,-25,-49,59,-13,-72,-26
-54,-32,25,-128,-128,-128,-77,-72
-24,0,23,127,127,127,119,-83
35,-4,-36,49,-128,-24,100,14
47,22,-60,-29,-61,-9,-13,86
-8,26,-23,-120,127,-43,-120,16
-19,7,71,28,-128,-2,-24,-128
-10,-60,-128,-57,-124,-62,100,69
15,-21,127,67,-83,54,36,120
-30,-63,-45,-12,-29,-33,-35,-43
-36,-42,-15,-80,56,-19,-49,38
3,24,7,-68,-24,-54,37,-83
46,58,-62,127,127,127,75,45
-9,-24,7,-11,-16,5,-50,3
-42,-5,13,-15,-93,48,-86,-48
45,-7,-35,-31,-3,-116,16,24
48,13,127,26,66,-1,-57,68
8,13,-28,-1,-50,18,-24,4
-30,9,24,-65,-39,-15,21,-52
-37,-35,-82,-52,25,6,127,-128
66,40,62,50,50,37,-96,127
28,5,8,55,-87,40,0,19
-4,-34,-30,17,0,-27,5,15
31,51,82,-13,-49,18,10,-43
-22,18,-128,-128,93,-54,-25,-31
-21,24,97,43,127,43,8,-25
72,1,-72,124,40,98,37,0
-47,-68,127,3,-8,-29,18,-17
-21,43,-36,-90,127,-61,-46,-55
45,48,36,77,-128,-20,71,127
3,-46,-25,54,127,83,12,-10
-17,-56,-33,-64,56,-7,-32,20
-56,-56,-100,-51,-60,-29,10,-99
60,111,-7,-7,1,-45,-51,18
-11,25,127,-5,-23,37,49,8
39,-18,-87,-8,74,36,-6,81
12,27,-60,2,22,-96,-28,53
-100,-97,-81,1,6,-3,-93,-125
16,-32,24,-22,-84,35,127,-57
127,127,-89,37,-44,32,3,127
-5,-18,69,-1,-29,-21,5,76
-56,-49,-66,14,14,-34,-99,-106
-11,56,121,-12,-94,-12,8,-30
64,56,79,17,48,11,28,126
-38,-87,-47,-73,71,2,-6,-70
-47,-90,-69,57,-128,22,104,-60
-44,-47,64,-89,-53,-43,-37,-121
16,80,127,127,51,63,1,101
65,73,-92,52,30,73,93,127
6,-8,-21,-20,89,6,-41,15
-14,-74,-128,-128,127,-8,-59,-67
-22,83,127,93,-128,-79,10,-42
3,16,23,-85,-128,-56,4,-20
-2,-40,-128,57,127,99,50,66
-44,-12,127,-63,17,-53,-15,-100
-49,-17,55,-1,43,-3,-60,-61
31,14,-49,12,-87,-7,-13,-23
22,-20,-21,8,-27,-11,7,127
31,72,69,-32,-74,-15,-68,-33
-82,-67,-77,-32,127,66,56,-118
24,-36,-21,5,-128,-115,-128,-50
56,24,69,87,97,30,100,127
16,0,-108,-50,7,63,111,84
-2,25,-5,-18,-46,14,-61,-56
-74,-31,-31,9,71,-39,80,29
51,28,41,23,70,28,-74,42
-28,-36,-128,-14,52,15,20,17
16,17,127,-49,124,-47,16,-70
-38,22,-112,-8,-128,9,-36,-3
65,23,8,120,127,42,-82,-32
32,26,-19,-35,-128,5,116,127
5,-16,-86,-55,-8,-54,-98,40
-61,-8,-63,-25,127,-29,-25,-128
-2,-53,20,42,-128,26,18,15
23,-19,-72,-21,127,17,-70,-81
33,35,-92,104,-64,9,44,72
-14,10,127,127,127,127,48,-10
-33,-46,-20,-37,27,-70,17,-55
-10,59,11,-47,-15,-96,-128,-90
12,15,27,-62,-128,-44,38,54
7,-9,-49,-22,118,-6,7,-1
-32,-51,-128,12,19,-24,-28,-36
-59,-4,44,5,76,7,95,-100
11,-31,23,-58,-76,0,-15,5
46,43,1,30,-128,-1,15,127
6,-36,-53,-17,18,43,-23,-65
-10,-2,67,5,-4,-10,11,-12
-48,-44,-64,-23,-24,11,-36,-79
-40,20,127,-11,127,41,127,2
91,60,-46,-67,-73,-67,-109,127
-1,-38,-51,115,103,52,-29,117
53,-15,87,32,36,31,-49,33
-19,14,-19,-128,127,-81,-35,-63
-68,36,16,127,-128,11,48,-69
49,73,13,72,127,24,59,-4
14,-67,-104,-98,-54,-40,10,28
-2,-42,80,-15,-89,-31,-7,-7
15,19,-93,94,127,127,32,19
-32,-22,-46,-13,127,-27,34,-67
-69,-102,31,-128,46,-80,-43,-23
18,19,-31,127,-128,10,-11,-128
99,61,11,49,127,53,15,127
-33,7,23,-62,-63,-37,-4,-55
-28,-24,-128,-35,-20,37,11,-11
-26,-41,107,-16,-51,-43,-64,-93
-3,-21,-25,-23,-128,-90,19,63
-21,-34,25,-30,-46,15,33,-71
1,32,10,0,127,72,69,97
31,14,37,-42,-128,-76,-45,43
35,42,38,73,47,40,59,30
-38,1,-51,-6,-28,26,50,-128
-11,-11,-128,-21,-1,-13,-120,5
-57,-53,-15,-128,-47,-84,-74,-55
