Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
-32,-48,-128,-102,127,-46,-61,-40
-16,4,78,-99,-128,29,127,-120
61,16,-73,68,127,24,-70,127
-65,-7,-44,-45,-8,-16,15,-128
-40,-56,2,-2,54,3,98,127
127,67,-20,-8,-57,-28,-128,124
-11,-15,-9,-10,12,14,-13,26
-26,15,1,0,-3,12,15,-63
-54,-13,8,-1,-35,-1,-6,-74
-59,-17,-9,-32,-40,-4,28,-75
38,-22,-21,58,93,-9,-45,-18
68,46,82,14,-107,7,65,127
-32,-6,-18,-9,58,23,21,-88
-11,-11,2,-101,-128,-72,-33,-13
47,14,-101,-16,55,-24,33,127
-28,-18,-13,-118,-123,-66,-88,-101
9,5,-48,-25,-6,-13,-5,38
-32,4,-15,-14,-27,8,22,-42
-85,-49,-15,-26,-64,-15,24,-104
45,25,-33,7,38,46,12,44
-44,-42,-34,-37,-59,2,-90,-99
-10,5,0,-59,-128,-74,63,12
10,-26,14,-72,8,-13,-57,4
36,88,127,76,-128,-21,7,8
-76,-50,-50,-76,-71,27,13,-97
25,-13,-97,-32,54,-30,66,31
55,51,116,75,-128,-38,-128,74
-16,-10,4,-20,88,11,-23,-68
-16,-1,-32,-128,-128,-36,12,4
-48,-11,100,-64,24,-26,49,-85
-79,-35,-61,-51,-10,7,43,-128
-2,-32,-35,-59,127,-23,-128,-30
10,23,1,127,-128,4,71,110
55,54,127,18,127,11,15,-82
-2,-28,-25,-33,15,44,7,127
-35,-25,-34,-26,43,2,34,-128
55,12,-23,-25,-9,0,-18,127
50,27,-16,3,28,8,-25,127
15,-1,-77,1,-24,-27,19,31
-32,-14,-42,-14,48,43,10,-33
-54,-32,-38,-57,-115,-69,-51,-95
-52,-32,-80,-128,90,-17,-17,-96
54,17,-2,127,-128,106,89,-56
71,46,127,20,11,11,4,127
-21,-28,-25,-50,-28,-34,-38,-25
-23,-11,-43,-74,-10,-25,-23,-55
-7,-25,-26,18,-35,-19,17,-4
-27,21,11,-11,34,-12,9,-64
74,-10,-55,-2,85,20,-128,40
-5,-10,111,31,-111,5,109,80
36,46,12,46,67,17,-63,13
-6,-43,-60,-51,56,8,68,8
-7,-15,-106,-51,58,-32,-55,-76
-5,-1,50,-9,-128,-4,86,-66
33,33,62,62,127,73,-10,62
-26,-19,-97,-80,101,-34,-35,66
-16,-22,-112,-64,-128,-46,-12,-39
-23,-16,127,-86,-128,-48,10,-66
-20,-7,1,2,34,-15,28,-4
9,35,-74,5,127,2,-17,-17
5,-45,-81,-65,40,-33,-60,32
1,1,-28,-20,-23,13,11,28
15,62,93,-21,31,15,14,-107
-38,-51,-82,-8,-56,-47,15,53
-90,-55,-81,-124,-128,-7,71,-128
104,45,20,127,127,65,40,118
109,47,-7,-11,-35,34,-87,127
-8,-41,-8,-20,20,-72,-10,10
-34,-6,64,-9,-16,-19,-9,-65
-23,8,6,-10,-12,7,21,-61
-33,-21,-8,-27,-66,9,30,-7
-40,2,8,30,-83,6,-37,-128
94,42,35,-43,127,21,24,82
-30,-41,-52,-75,-128,-86,-8,52
43,64,117,127,127,127,21,11
-5,-19,-38,-32,-91,16,-34,32
-17,-27,15,-15,108,-23,-31,-48
-72,-19,39,-72,-128,-27,-6,-55
69,46,91,20,-128,-50,52,37
36,0,62,95,127,56,58,44
-3,-10,-23,-9,-116,-98,-87,69
-42,-34,-20,-13,12,-11,8,-62
6,2,23,-52,15,30,-14,35
-17,-4,-61,-23,102,-43,53,5
-12,0,53,118,127,42,-86,32
-23,-28,-6,36,-128,7,60,-79
28,12,-77,-9,18,75,117,41
25,22,75,-13,-4,-67,-95,82
5,10,37,-2,-25,-29,-25,-64
-2,-10,-56,4,4,15,33,-4
-32,-24,-60,-20,-36,-6,-18,23
-56,-49,-15,-14,96,-29,-37,-22
