Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
17,1,-4,1,0,2,0,4
35,17,-24,-8,5,8,24,17
-39,14,9,9,-1,1,18,1
-83,39,-10,-16,-6,0,5,-3
32,-106,38,0,-18,-10,-9,-11
23,31,-37,53,20,9,10,23
-26,126,-7,-28,-9,5,22,26
-34,-9,-33,-89,-28,-7,17,-20
-58,26,23,95,34,2,-42,-33
14,-43,-66,53,9,-10,-10,-10
60,77,44,-39,-12,-8,-15,-5
-20,-96,-8,7,-15,-5,-13,-7
-28,-95,-51,-30,-8,0,-94,-44
3,-32,12,-13,-1,-7,-25,-14
-5,-31,2,5,0,-2,-4,7
-16,-101,-9,-44,-16,-10,-5,-7
-9,-2,24,-34,-26,-16,-68,-27
38,18,-37,64,18,4,26,15
48,57,-42,-9,8,8,15,23
-7,64,87,-48,-24,-2,30,-6
-61,-41,-68,121,50,12,-15,-5
-5,-56,-12,-2,-12,-5,-17,-16
-93,71,-27,0,-1,-2,8,-35
28,20,19,2,-1,8,1,10
0,20,19,3,5,1,-5,-30
7,36,2,1,4,19,7,-4
10,-3,7,72,16,8,82,44
23,36,-9,-10,-9,-11,43,35
61,33,14,-12,-8,-11,-57,-8
13,14,-1,-27,1,4,-15,-12
-54,51,-29,-22,-9,-12,-9,15
-57,-60,-8,-35,-18,-18,-6,-22
-24,3,61,5,1,17,52,-5
-11,-17,-68,69,22,5,13,6
19,2,-22,1,-1,0,42,28
33,5,5,4,3,4,17,1
10,15,-24,-13,3,-5,-103,-31
6,12,42,-39,-25,-10,-4,7
14,62,-62,18,21,8,0,5
44,-47,5,36,15,9,10,-1
10,-44,2,-14,2,10,35,33
-5,-33,-3,-16,-11,-6,11,11
-43,30,5,-19,-18,-26,-22,-24
-44,-4,5,-11,-15,-22,-128,-94
43,-11,0,-1,4,9,19,10
-27,55,8,8,5,11,29,29
43,32,67,-61,-11,8,58,73
15,19,19,81,-2,-11,22,16
21,-74,-84,-85,-12,5,-5,-17
-107,-63,-65,89,30,-8,-68,-67
-43,47,49,-26,0,5,-2,-10
49,-27,8,-27,-4,2,-2,4
14,33,-13,17,-3,-1,3,7
25,-20,-6,-55,-14,2,4,7
-2,76,32,28,11,12,64,45
-32,-71,-1,-50,-17,5,63,14
-67,-128,-13,-34,-39,-42,-102,-82
24,16,-87,62,22,-14,-59,-39
-72,18,-13,-27,-4,-4,-16,-50
6,33,6,-14,-2,4,1,6
-3,41,22,-16,-1,9,41,30
-2,81,41,-9,-2,5,13,45
10,-23,-10,52,12,3,37,-2
24,51,-15,-25,4,-3,-24,-11
-4,51,2,-7,-7,-7,-35,-15
45,-4,6,-2,-1,4,62,63
1,42,72,-106,-39,-8,55,17
-25,9,7,127,55,-3,-87,-79
-75,-25,-84,9,23,-7,-121,-56
26,-2,14,-17,-8,-8,-17,2
30,23,0,-30,-16,2,32,25
41,-28,11,11,3,6,41,27
-8,44,-10,-28,-9,3,9,27
-22,20,-20,6,-1,5,18,6
70,-13,16,-14,-7,1,51,14
-127,-25,2,0,-1,-6,-2,-13
-1,-37,29,-82,-13,-1,-6,3
11,32,-50,127,18,-2,-12,-5
3,-53,-14,-13,-5,-1,7,8
5,79,10,-55,-4,4,21,17
17,67,38,22,-15,6,47,4
11,-3,-49,77,51,9,-54,-13
-99,-120,-8,-35,-12,-18,-128,-91
-38,32,10,-20,-11,-7,-7,-24
46,-5,20,-17,-9,1,89,42
31,-11,3,-18,-25,-27,2,19
23,-45,-24,-10,-7,1,-26,8
-57,-76,16,-18,-15,-18,-21,-14
